id,match_api_id,match_date,home_player_9_name,home_player_9_rating,home_player_9_potential
21520,530085,2008-08-31 00:00:00,Andres Guardado,79,88
21534,530239,2008-11-08 00:00:00,Wesley Sneijder,86,89
21545,530250,2008-11-15 00:00:00,Jonathan Sesma,73,77
21555,530260,2008-11-22 00:00:00,Jose Maria Guti,83,83
21566,530331,2008-11-29 00:00:00,Jaime Gavilan,77,87
21576,530341,2008-12-07 00:00:00,Gonzalo Higuain,77,87
21578,530343,2008-12-13 00:00:00,Lionel Messi,90,95
21594,530359,2008-12-20 00:00:00,Royston Drenthe,75,84
21604,530369,2009-01-04 00:00:00,Arjen Robben,84,86
21615,530380,2009-01-11 00:00:00,Cleber Santana,73,81
21626,530451,2009-01-18 00:00:00,Wesley Sneijder,86,89
21629,530094,2008-09-14 00:00:00,Gonzalo Higuain,77,87
21639,530454,2009-01-25 00:00:00,Wesley Sneijder,86,89
21649,530464,2009-01-31 00:00:00,Jose Javier Barkero,71,74
21660,530475,2009-02-07 00:00:00,Rafael van der Vaart,86,92
21670,530485,2009-02-15 00:00:00,Carmelo Gonzalez,71,76
21684,530499,2009-02-21 00:00:00,Marcelo,75,83
21692,530548,2009-02-28 00:00:00,Ivan de la Pena,80,88
21702,530558,2009-03-07 00:00:00,Raul,82,89
21716,530572,2009-03-14 00:00:00,Francisco Navarro Yeste,80,82
21727,530583,2009-03-22 00:00:00,Marcelo,75,83
21734,530590,2009-04-04 00:00:00,Nabil Baha,72,75
21744,530109,2008-09-21 00:00:00,Oscar Serrano,74,73
21755,530601,2009-04-12 00:00:00,Raul,82,89
21765,530611,2009-04-18 00:00:00,Javier Camunas,74,75
21775,530621,2009-04-21 00:00:00,Rafael van der Vaart,85,90
21781,530627,2009-04-26 00:00:00,Diego Perotti,64,69
21794,530640,2009-05-02 00:00:00,Marcelo,75,83
21807,530653,2009-05-09 00:00:00,David Silva,85,90
21816,530662,2009-05-16 00:00:00,Robert Pires,81,84
21825,530671,2009-05-24 00:00:00,Arjen Robben,86,88
21835,530682,2009-05-31 00:00:00,Masoud Shojaei,72,78
21841,530116,2008-09-24 00:00:00,Arjen Robben,84,86
21852,530127,2008-09-27 00:00:00,Jesus Capi,73,78
21859,530134,2008-10-05 00:00:00,Rafael van der Vaart,86,92
21870,530205,2008-10-18 00:00:00,Ever Banega,77,86
21883,530218,2008-10-26 00:00:00,Gonzalo Higuain,77,87
21895,530230,2008-11-02 00:00:00,Pablo Piatti,70,79
21898,684585,2009-08-29 00:00:00,Raul,82,89
21913,684734,2009-11-07 00:00:00,Jose Manuel Jurado,80,83
21923,684755,2009-11-21 00:00:00,Kaka,88,92
21934,684766,2009-11-29 00:00:00,Lionel Messi,90,95
21944,684776,2009-12-05 00:00:00,Marcelo,79,83
21955,684787,2009-12-12 00:00:00,Ever Banega,76,86
21965,684804,2009-12-19 00:00:00,Rafael van der Vaart,83,90
21976,684828,2010-01-03 00:00:00,Javier Camunas,76,77
21986,684844,2010-01-10 00:00:00,Kaka,88,92
21997,684866,2010-01-16 00:00:00,Francisco Navarro Yeste,80,77
22007,684881,2010-01-24 00:00:00,Cristiano Ronaldo,89,94
22009,684596,2009-09-12 00:00:00,Luis Garcia,79,84
22018,684885,2010-01-30 00:00:00,Juan Carlos Valeron,80,90
22029,684907,2010-02-06 00:00:00,Kaka,88,92
22039,684924,2010-02-13 00:00:00,Momo,75,78
22050,684945,2010-02-21 00:00:00,Esteban Granero,77,83
22060,684976,2010-02-27 00:00:00,Alejandro Alfaro,75,78
22071,684999,2010-03-06 00:00:00,Marcelo,79,83
22081,685014,2010-03-14 00:00:00,Haris Medunjanin,75,75
22092,685036,2010-03-20 00:00:00,Esteban Granero,78,83
22102,685055,2010-03-25 00:00:00,Daniel Parejo,73,80
22113,685072,2010-03-28 00:00:00,Rafael van der Vaart,84,89
22119,684609,2009-09-20 00:00:00,Kaka,88,92
22133,685089,2010-04-04 00:00:00,Sergio Canales,75,88
22144,685104,2010-04-10 00:00:00,Rafael van der Vaart,84,89
22154,685119,2010-04-15 00:00:00,Pablo Piatti,74,80
22165,685140,2010-04-18 00:00:00,Rafael van der Vaart,84,89
22175,685153,2010-04-24 00:00:00,Abel Aguilar,74,78
22186,685164,2010-05-02 00:00:00,Kaka,87,92
22196,685179,2010-05-05 00:00:00,Gonzalo Castro,78,83
22207,685197,2010-05-08 00:00:00,Jose Maria Guti,82,85
22217,685211,2010-05-16 00:00:00,Selim Benachour,71,76
22220,684625,2009-09-23 00:00:00,Cani,77,82
22230,684648,2009-09-26 00:00:00,Raul,81,89
22241,684663,2009-10-04 00:00:00,Diego Perotti,75,79
22251,684681,2009-10-17 00:00:00,Rafael van der Vaart,83,90
22262,684699,2009-10-24 00:00:00,Miguel Angel de las Cuevas,73,77
22272,684713,2009-10-31 00:00:00,Kaka,88,92
22287,875480,2010-08-29 00:00:00,Jonathan De Guzman,74,82
22293,875668,2010-11-07 00:00:00,Mesut Oezil,83,88
22302,875680,2010-11-14 00:00:00,Carmelo Gonzalez,74,77
22312,875692,2010-11-20 00:00:00,Mesut Oezil,83,88
22321,875704,2010-11-29 00:00:00,Pedro Rodriguez,82,86
22331,875718,2010-12-04 00:00:00,Mesut Oezil,83,88
22340,875730,2010-12-12 00:00:00,Nicolas Bertolo,73,81
22350,875744,2010-12-19 00:00:00,Mesut Oezil,83,88
22359,875759,2011-01-03 00:00:00,Manu del Moral,76,83
22369,875785,2011-01-09 00:00:00,Mesut Oezil,83,88
