id,match_api_id,match_date,home_player_10_name,home_player_10_rating,home_player_10_potential
21520,530085,2008-08-31 00:00:00,Joan Verdu,71,85
21534,530239,2008-11-08 00:00:00,Royston Drenthe,75,84
21545,530250,2008-11-15 00:00:00,Fabian Canobbio,74,79
21555,530260,2008-11-22 00:00:00,Royston Drenthe,75,84
21566,530331,2008-11-29 00:00:00,Roberto Soldado,77,80
21576,530341,2008-12-07 00:00:00,Raul,82,89
21578,530343,2008-12-13 00:00:00,Samuel Eto'o,86,90
21594,530359,2008-12-20 00:00:00,Rafael van der Vaart,86,92
21604,530369,2009-01-04 00:00:00,Klaas Jan Huntelaar,84,90
21615,530380,2009-01-11 00:00:00,Pierre Webo,76,77
21626,530451,2009-01-18 00:00:00,Raul,82,89
21629,530094,2008-09-14 00:00:00,Arjen Robben,84,86
21639,530454,2009-01-25 00:00:00,Raul,82,89
21649,530464,2009-01-31 00:00:00,Gorka Brit,72,75
21660,530475,2009-02-07 00:00:00,Raul,82,89
21670,530485,2009-02-15 00:00:00,Diego Castro,64,69
21684,530499,2009-02-21 00:00:00,Raul,82,89
21692,530548,2009-02-28 00:00:00,Nene,77,80
21702,530558,2009-03-07 00:00:00,Marcelo,75,83
21716,530572,2009-03-14 00:00:00,Gaizka Toquero,61,68
21727,530583,2009-03-22 00:00:00,Klaas Jan Huntelaar,84,90
21734,530590,2009-04-04 00:00:00,Duda,74,78
21744,530109,2008-09-21 00:00:00,Juanjo,63,68
21755,530601,2009-04-12 00:00:00,Arjen Robben,86,88
21765,530611,2009-04-18 00:00:00,Sisi,75,79
21775,530621,2009-04-21 00:00:00,Raul,82,89
21781,530627,2009-04-26 00:00:00,Renato,78,80
21794,530640,2009-05-02 00:00:00,Gonzalo Higuain,82,87
21807,530653,2009-05-09 00:00:00,Juan Mata,79,86
21816,530662,2009-05-16 00:00:00,Joseba Llorente,78,82
21825,530671,2009-05-24 00:00:00,Raul,82,89
21835,530682,2009-05-31 00:00:00,Jaroslav Plasil,70,80
21841,530116,2008-09-24 00:00:00,Gonzalo Higuain,77,87
21852,530127,2008-09-27 00:00:00,Abella Perez Damia,65,72
21859,530134,2008-10-05 00:00:00,Ruud van Nistelrooy,86,90
21870,530205,2008-10-18 00:00:00,Sergio Aguero,84,90
21883,530218,2008-10-26 00:00:00,Raul,82,89
21895,530230,2008-11-02 00:00:00,Corona,73,79
21898,684585,2009-08-29 00:00:00,Cristiano Ronaldo,90,94
21913,684734,2009-11-07 00:00:00,Simao,84,86
21923,684755,2009-11-21 00:00:00,Gonzalo Higuain,82,87
21934,684766,2009-11-29 00:00:00,Thierry Henry,85,91
21944,684776,2009-12-05 00:00:00,Cristiano Ronaldo,89,94
21955,684787,2009-12-12 00:00:00,Juan Mata,82,88
21965,684804,2009-12-19 00:00:00,Gonzalo Higuain,82,87
21976,684828,2010-01-03 00:00:00,Carlos Reina Aranda,74,75
21986,684844,2010-01-10 00:00:00,Rafael van der Vaart,83,90
21997,684866,2010-01-16 00:00:00,Fernando Llorente,80,85
22007,684881,2010-01-24 00:00:00,Karim Benzema,85,91
22009,684596,2009-09-12 00:00:00,Ivan Alonso,75,79
22018,684885,2010-01-30 00:00:00,Pablo Alvarez,72,79
22029,684907,2010-02-06 00:00:00,Karim Benzema,85,91
22039,684924,2010-02-13 00:00:00,Victor Sanchez Mata,67,74
22050,684945,2010-02-21 00:00:00,Gonzalo Higuain,82,87
22060,684976,2010-02-27 00:00:00,Juanlu,72,73
22071,684999,2010-03-06 00:00:00,Gonzalo Higuain,84,87
22081,685014,2010-03-14 00:00:00,Marquitos,74,85
22092,685036,2010-03-20 00:00:00,Gonzalo Higuain,84,87
22102,685055,2010-03-25 00:00:00,Jaime Gavilan,77,88
22113,685072,2010-03-28 00:00:00,Gonzalo Higuain,84,87
22119,684609,2009-09-20 00:00:00,Karim Benzema,85,91
22133,685089,2010-04-04 00:00:00,Manuel Arana,74,78
22144,685104,2010-04-10 00:00:00,Gonzalo Higuain,84,87
22154,685119,2010-04-15 00:00:00,Fernando Soriano,73,80
22165,685140,2010-04-18 00:00:00,Gonzalo Higuain,84,87
22175,685153,2010-04-24 00:00:00,Eliseu,75,77
22186,685164,2010-05-02 00:00:00,Gonzalo Higuain,84,87
22196,685179,2010-05-05 00:00:00,Aritz Aduriz,79,81
22207,685197,2010-05-08 00:00:00,Gonzalo Higuain,84,87
22217,685211,2010-05-16 00:00:00,Duda,79,80
22220,684625,2009-09-23 00:00:00,Giuseppe Rossi,83,86
22230,684648,2009-09-26 00:00:00,Karim Benzema,85,91
22241,684663,2009-10-04 00:00:00,Alvaro Negredo,81,86
22251,684681,2009-10-17 00:00:00,Raul,81,89
22262,684699,2009-10-24 00:00:00,Diego Castro,74,75
22272,684713,2009-10-31 00:00:00,Marcelo,79,83
22287,875480,2010-08-29 00:00:00,Sergi Enrich,58,70
22293,875668,2010-11-07 00:00:00,Cristiano Ronaldo,89,94
22302,875680,2010-11-14 00:00:00,Diego Castro,78,79
22312,875692,2010-11-20 00:00:00,Angel Di Maria,82,89
22321,875704,2010-11-29 00:00:00,Lionel Messi,90,95
22331,875718,2010-12-04 00:00:00,Angel Di Maria,82,89
22340,875730,2010-12-12 00:00:00,Angel Lafita,77,81
22350,875744,2010-12-19 00:00:00,Angel Di Maria,82,89
22359,875759,2011-01-03 00:00:00,Jaime Gavilan,77,84
22369,875785,2011-01-09 00:00:00,Cristiano Ronaldo,89,94
22378,875809,2011-01-16 00:00:00,Albert Crusat,76,79
22397,875513,2010-09-11 00:00:00,Cristiano Ronaldo,89,94
22407,875842,2011-01-23 00:00:00,Cristiano Ronaldo,89,94
22417,875866,2011-01-30 00:00:00,Javier Camunas,75,77
22426,875891,2011-02-06 00:00:00,Cristiano Ronaldo,89,94
22436,875914,2011-02-13 00:00:00,Jose Maria Callejon,76,79
22445,875935,2011-02-19 00:00:00,Cristiano Ronaldo,89,94
22455,875716,2011-02-26 00:00:00,Andres Guardado,80,86
22464,875752,2011-03-03 00:00:00,Cristiano Ronaldo,89,93
22474,875786,2011-03-06 00:00:00,Giovani dos Santos,76,85
22483,875840,2011-03-12 00:00:00,Karim Benzema,83,88
22493,875880,2011-03-19 00:00:00,Sergio Aguero,85,90
22506,875547,2010-09-18 00:00:00,Antoine Griezmann,71,81
22512,875912,2011-04-02 00:00:00,Esteban Granero,78,83
22522,875952,2011-04-09 00:00:00,Gaizka Toquero,74,81
22531,875970,2011-04-16 00:00:00,Karim Benzema,83,88
22541,875988,2011-04-23 00:00:00,Roberto Soldado,82,88
22550,876003,2011-04-30 00:00:00,Kaka,85,91
22560,875531,2011-05-07 00:00:00,Frederic Kanoute,80,85
22569,875501,2011-05-10 00:00:00,Cristiano Ronaldo,89,93
22579,875471,2011-05-15 00:00:00,Marco Ruben,76,79
22588,875447,2011-05-21 00:00:00,Emmanuel Adebayor,83,88
22606,875562,2010-09-21 00:00:00,Angel Di Maria,82,89
22615,875576,2010-09-25 00:00:00,Juanlu,73,75
22625,875592,2010-10-03 00:00:00,Cristiano Ronaldo,89,94
22634,875611,2010-10-16 00:00:00,Jose Salomon Rondon,69,74
22644,875628,2010-10-23 00:00:00,Cristiano Ronaldo,89,94
22653,875646,2010-10-30 00:00:00,Olivier Thomert,72,66
22659,1051459,2012-01-22 00:00:00,Cristiano Ronaldo,92,94
22673,1051744,2011-10-26 00:00:00,Cristiano Ronaldo,92,94
22681,1051752,2011-10-29 00:00:00,Xabier Prieto,78,79
22696,1051767,2011-11-06 00:00:00,Cristiano Ronaldo,92,94
22703,1051774,2011-11-19 00:00:00,Jeremy Mathieu,76,77
22713,1051784,2011-11-26 00:00:00,Cristiano Ronaldo,92,94
22725,1051796,2011-12-03 00:00:00,Miguel Angel de las Cuevas,77,80
22737,1051808,2011-12-10 00:00:00,Cristiano Ronaldo,92,94
22742,1051813,2011-12-17 00:00:00,Manu del Moral,78,80
22750,1052021,2012-01-07 00:00:00,Cristiano Ronaldo,92,94
22760,1051821,2012-01-14 00:00:00,Victor Casadesus,71,73
22776,1051622,2011-08-28 00:00:00,Angel Lafita,76,81
22782,1051833,2012-05-02 00:00:00,Fernando Llorente,82,85
22791,1051842,2012-01-28 00:00:00,Cristiano Ronaldo,92,94
22801,1051852,2012-02-04 00:00:00,Diego Castro,79,79
22809,1051860,2012-02-12 00:00:00,Cristiano Ronaldo,92,94
22819,1051870,2012-02-18 00:00:00,Cristiano Ronaldo,92,94
22834,1051885,2012-02-26 00:00:00,Emiliano Daniel Armenteros,74,78
22846,1051897,2012-03-04 00:00:00,Cristiano Ronaldo,92,94
22852,1051903,2012-03-10 00:00:00,Jorge Molina,72,72
22863,1051914,2012-03-18 00:00:00,Cristiano Ronaldo,92,94
22873,1051924,2012-03-21 00:00:00,Marco Ruben,75,78
22886,1051677,2011-09-10 00:00:00,Cristiano Ronaldo,92,94
22891,1051932,2012-03-24 00:00:00,Cristiano Ronaldo,92,94
22906,1051947,2012-03-31 00:00:00,Raoul Loe,65,69
22911,1051952,2012-04-08 00:00:00,Cristiano Ronaldo,92,94
22923,1051964,2012-04-11 00:00:00,Arda Turan,83,86
22930,1051971,2012-04-14 00:00:00,Cristiano Ronaldo,92,94
22940,1051981,2012-04-21 00:00:00,Lionel Messi,94,96
22957,1051998,2012-04-29 00:00:00,Cristiano Ronaldo,92,94
22967,1052008,2012-05-05 00:00:00,Dani Benitez,73,70
22975,1052016,2012-05-13 00:00:00,Cristiano Ronaldo,92,94
22984,1051685,2011-09-18 00:00:00,Juanlu,73,73
22989,1051690,2011-09-21 00:00:00,Oscar Serrano,66,66
22999,1051700,2011-09-24 00:00:00,Cristiano Ronaldo,92,94
23016,1051717,2011-10-02 00:00:00,Romaric,74,77
23027,1051728,2011-10-15 00:00:00,Cristiano Ronaldo,92,94
23033,1051734,2011-10-22 00:00:00,Isco,75,81
23039,1259332,2012-08-19 00:00:00,Cristiano Ronaldo,92,94
23055,1260147,2012-11-03 00:00:00,Cristiano Ronaldo,92,94
23064,1260177,2012-11-11 00:00:00,Juanlu,73,73
23074,1260203,2012-11-17 00:00:00,Cristiano Ronaldo,92,94
23083,1260225,2012-11-24 00:00:00,Juan Carlos,72,79
23093,1260262,2012-12-01 00:00:00,Cristiano Ronaldo,92,94
23102,1260235,2012-12-08 00:00:00,Julian Ramos Omar,70,72
23108,1260272,2012-12-16 00:00:00,Cristiano Ronaldo,92,94
23121,1260304,2012-12-22 00:00:00,Eliseu,75,75
23131,1260319,2013-01-06 00:00:00,Cristiano Ronaldo,92,94
23140,1260331,2013-01-12 00:00:00,Emiliano Daniel Armenteros,73,76
23156,1259985,2012-08-26 00:00:00,Diego Castro,75,75
23165,1259981,2013-01-20 00:00:00,Jonas,81,81
23176,1260005,2013-01-27 00:00:00,Cristiano Ronaldo,92,94
23186,1260026,2013-02-02 00:00:00,Nolito,79,81
23197,1260048,2013-02-09 00:00:00,Cristiano Ronaldo,92,94
23207,1260067,2013-02-17 00:00:00,Cristiano Ronaldo,92,94
23217,1260088,2013-02-23 00:00:00,Pizzi,74,82
23226,1260112,2013-03-02 00:00:00,Alvaro Morata,70,81
23236,1260144,2013-03-10 00:00:00,Michael Krohn-Dehli,74,74
23245,1260170,2013-03-16 00:00:00,Cristiano Ronaldo,92,95
23255,1260196,2013-03-30 00:00:00,Paco Montanes,74,76
23266,1260004,2012-09-02 00:00:00,Cristiano Ronaldo,92,94
23274,1260223,2013-04-06 00:00:00,Karim Benzema,85,87
23284,1260131,2013-04-14 00:00:00,Ibai Gomez,75,79
23293,1260160,2013-04-20 00:00:00,Casemiro,72,86
23303,1260202,2013-04-27 00:00:00,Radamel Falcao,90,92
23312,1260241,2013-05-04 00:00:00,Cristiano Ronaldo,92,95
23322,1260283,2013-05-11 00:00:00,Wakaso Mubarak,72,78
23331,1260247,2013-05-08 00:00:00,Cristiano Ronaldo,92,95
23341,1260278,2013-05-26 00:00:00,Antoine Griezmann,79,84
23351,1260303,2013-06-01 00:00:00,Karim Benzema,85,87
23367,1260022,2012-09-15 00:00:00,Alvaro Negredo,82,85
23377,1260044,2012-09-24 00:00:00,Andrija Delibasic,68,68
23387,1260063,2012-09-30 00:00:00,Cristiano Ronaldo,92,94
23396,1260080,2012-10-07 00:00:00,Lionel Messi,94,96
23406,1260097,2012-10-20 00:00:00,Cristiano Ronaldo,92,94
23415,1260121,2012-10-28 00:00:00,Victor Casadesus,72,73
23419,1505556,2013-08-18 00:00:00,Karim Benzema,85,87
23434,1505908,2013-10-26 00:00:00,Cesc Fabregas,86,90
23444,1505918,2013-10-30 00:00:00,Cristiano Ronaldo,92,95
23455,1505929,2013-11-02 00:00:00,Iago Falque,72,81
23465,1505939,2013-11-09 00:00:00,Karim Benzema,85,87
23476,1505950,2013-11-23 00:00:00,Aleix Vidal,71,74
23486,1505960,2013-11-30 00:00:00,Gareth Bale,87,91
23497,1505971,2013-12-14 00:00:00,Emiliano Daniel Armenteros,72,76
23507,1505981,2013-12-22 00:00:00,Federico Nicolas Cartabia,72,84
23517,1505991,2014-01-06 00:00:00,Cristiano Ronaldo,92,95
23526,1506000,2014-01-12 00:00:00,Gabriel Torje,72,81
23530,1505574,2013-08-26 00:00:00,Dani Benitez,72,70
23539,1506003,2014-01-18 00:00:00,Leo Baptistao,76,80
23550,1506014,2014-01-25 00:00:00,Karim Benzema,85,87
23560,1506024,2014-02-02 00:00:00,Iker Muniain,78,83
23571,1506035,2014-02-08 00:00:00,Karim Benzema,85,87
23581,1506045,2014-02-16 00:00:00,Jaime Gavilan,73,76
23592,1506056,2014-02-22 00:00:00,Karim Benzema,85,87
23602,1506066,2014-03-02 00:00:00,Arda Turan,84,88
23613,1506077,2014-03-09 00:00:00,Karim Benzema,85,87
23623,1506087,2014-03-15 00:00:00,Samuel Garcia,63,69
23634,1506098,2014-03-23 00:00:00,Karim Benzema,85,87
23640,1505584,2013-09-01 00:00:00,Sami Khedira,84,86
23654,1506108,2014-03-26 00:00:00,Marko Marin,78,82
23665,1506119,2014-03-29 00:00:00,Karim Benzema,85,87
23675,1506129,2014-04-05 00:00:00,Carlos Vela,82,87
23686,1506140,2014-04-12 00:00:00,Karim Benzema,85,87
23696,1506150,2014-05-07 00:00:00,Zakarya Bergdich,67,71
23707,1506161,2014-04-26 00:00:00,Alvaro Morata,76,82
23717,1506171,2014-05-04 00:00:00,Karim Benzema,85,87
23727,1506181,2014-05-11 00:00:00,Nolito,76,81
23736,1506190,2014-05-17 00:00:00,Karim Benzema,85,87
23741,1505595,2013-09-14 00:00:00,Giovani dos Santos,79,83
23751,1505855,2013-09-22 00:00:00,Cristiano Ronaldo,92,95
23762,1505866,2013-09-25 00:00:00,Carles Gil,71,79
23772,1505876,2013-09-28 00:00:00,Cristiano Ronaldo,92,95
23783,1505887,2013-10-05 00:00:00,Ruben Garcia,74,81
23793,1505897,2013-10-19 00:00:00,Cristiano Ronaldo,92,95
23806,1778042,2014-08-25 00:00:00,Karim Benzema,85,87
23816,1778132,2014-11-01 00:00:00,Jhon Cordoba,69,77
23826,1778142,2014-11-08 00:00:00,Karim Benzema,85,87
23837,1778153,2014-11-22 00:00:00,Saul Berjon,70,70
23847,1778163,2014-11-29 00:00:00,Samuel Castillejo,68,76
23857,1778173,2014-12-06 00:00:00,Karim Benzema,85,87
23866,1778182,2014-12-12 00:00:00,Tommer Hemed,73,77
23876,1778192,2015-02-04 00:00:00,Karim Benzema,85,87
23885,1778201,2015-01-04 00:00:00,Alvaro Negredo,83,83
23895,1778211,2015-01-10 00:00:00,Karim Benzema,85,87
23904,1778220,2015-01-18 00:00:00,Pablo Sarabia,70,75
23912,1778048,2014-08-31 00:00:00,Gonzalo Castro,79,79
23921,1778227,2015-01-24 00:00:00,Florin Andone,65,73
23932,1778238,2015-01-31 00:00:00,Karim Benzema,85,87
23942,1778248,2015-02-07 00:00:00,Antoine Griezmann,82,88
23953,1778259,2015-02-14 00:00:00,Karim Benzema,85,87
23963,1778269,2015-02-22 00:00:00,Aaron Niguez,70,75
23974,1778280,2015-03-01 00:00:00,Karim Benzema,85,87
23984,1778290,2015-03-07 00:00:00,Iker Muniain,79,84
23995,1778301,2015-03-15 00:00:00,Karim Benzema,85,87
24005,1778311,2015-03-22 00:00:00,Luis Suarez,89,89
24016,1778322,2015-04-05 00:00:00,Karim Benzema,85,87
24022,1778058,2014-09-13 00:00:00,Karim Benzema,85,87
24036,1778332,2015-04-08 00:00:00,Alberto Bueno,76,77
24047,1778343,2015-04-11 00:00:00,Javier Hernandez,81,83
24057,1778353,2015-04-18 00:00:00,Gareth Bale,87,91
24067,1778363,2015-04-26 00:00:00,Nolito,79,79
24076,1778372,2015-04-29 00:00:00,Javier Hernandez,81,83
24086,1778382,2015-05-02 00:00:00,Jose Antonio Reyes,77,77
24095,1778391,2015-05-09 00:00:00,Javier Hernandez,81,83
24105,1778401,2015-05-17 00:00:00,Sergio Garcia,79,79
24114,1778410,2015-05-23 00:00:00,Javier Hernandez,81,83
24123,1778069,2014-09-20 00:00:00,Isaac Cuenca,73,80
24133,1778079,2014-09-23 00:00:00,Cristiano Ronaldo,92,92
24144,1778090,2014-09-27 00:00:00,Ikechukwu Uche,78,78
24154,1778100,2014-10-05 00:00:00,Karim Benzema,85,87
24165,1778111,2014-10-18 00:00:00,Jose Luis Morales,72,74
24175,1778121,2014-10-25 00:00:00,Karim Benzema,85,87
24185,2030089,2015-08-23 00:00:00,Guerrero,63,68
24191,2030175,2015-10-31 00:00:00,Cristiano Ronaldo,93,93
24200,2030184,2015-11-08 00:00:00,Yevheniy Konoplyanka,82,84
24210,2030194,2015-11-21 00:00:00,Karim Benzema,86,87
24219,2030204,2015-11-29 00:00:00,Takashi Inui,74,75
24229,2030214,2015-12-05 00:00:00,Karim Benzema,86,87
24238,2030223,2015-12-13 00:00:00,Roberto Soldado,79,79
24248,2030233,2015-12-20 00:00:00,Karim Benzema,86,87
24258,2030243,2015-12-30 00:00:00,Karim Benzema,86,86
24269,2030254,2016-01-03 00:00:00,Rodrigo De Paul,77,85
24279,2030264,2016-01-09 00:00:00,Cristiano Ronaldo,93,93
24295,2030099,2015-08-29 00:00:00,Cristiano Ronaldo,92,92
24305,2030355,2016-01-17 00:00:00,Karim Benzema,86,86
24315,2030365,2016-01-24 00:00:00,Alvaro Cejudo,74,74
24324,2030374,2016-01-31 00:00:00,Karim Benzema,86,86
24334,2030384,2016-02-07 00:00:00,Adalberto Penaranda,69,83
24343,2030393,2016-02-13 00:00:00,Karim Benzema,86,86
24353,2030403,2016-02-21 00:00:00,Charles,75,75
24362,2030412,2016-02-27 00:00:00,Karim Benzema,86,86
24372,2030422,2016-03-02 00:00:00,Giuseppe Rossi,78,78
24381,2030431,2016-03-05 00:00:00,Cristiano Ronaldo,93,93
24391,2030441,2016-03-13 00:00:00,Jonathan Viera,77,79
24404,2030108,2015-09-12 00:00:00,Gerard Moreno,70,76
24410,2030450,2016-03-20 00:00:00,Karim Benzema,86,86
24420,2030460,2016-04-02 00:00:00,Luis Suarez,90,90
24429,2030469,2016-04-09 00:00:00,Cristiano Ronaldo,93,93
24439,2030479,2016-04-16 00:00:00,Stefan Scepovic,71,73
24448,2030488,2016-04-20 00:00:00,Karim Benzema,86,86
24458,2030498,2016-04-23 00:00:00,Bebe,72,75
24468,2030508,2016-04-30 00:00:00,Bruma,76,85
24479,2030519,2016-05-08 00:00:00,Karim Benzema,86,86
24489,2030529,2016-05-14 00:00:00,Lucas Perez,79,80
24504,2030118,2015-09-19 00:00:00,Karim Benzema,85,87
24513,2030127,2015-09-23 00:00:00,Sabin Merino,73,80
24523,2030137,2015-09-26 00:00:00,Cristiano Ronaldo,93,93
24532,2030146,2015-10-04 00:00:00,Fernando Torres,79,79
24542,2030156,2015-10-17 00:00:00,Cristiano Ronaldo,93,93
24551,2030165,2015-10-24 00:00:00,Iago Aspas,78,78
