id,match_api_id,match_date,home_player_7_name,home_player_7_rating,home_player_7_potential
21520,530085,2008-08-31 00:00:00,Sergio,74,84
21534,530239,2008-11-08 00:00:00,Jose Maria Guti,83,83
21545,530250,2008-11-15 00:00:00,Alvaro Rubio,74,78
21555,530260,2008-11-22 00:00:00,Fernando Gago,79,87
21566,530331,2008-11-29 00:00:00,Eugen Polanski,74,83
21576,530341,2008-12-07 00:00:00,Fernando Gago,79,87
21578,530343,2008-12-13 00:00:00,Yaya Toure,81,86
21594,530359,2008-12-20 00:00:00,Jose Maria Guti,83,83
21604,530369,2009-01-04 00:00:00,Fernando Gago,79,87
21615,530380,2009-01-11 00:00:00,Mario Suarez,72,78
21626,530451,2009-01-18 00:00:00,Fernando Gago,79,87
21629,530094,2008-09-14 00:00:00,Jose Maria Guti,83,83
21639,530454,2009-01-25 00:00:00,Fernando Gago,79,87
21649,530464,2009-01-31 00:00:00,Txomin Nagore,72,72
21660,530475,2009-02-07 00:00:00,Lassana Diarra,81,82
21670,530485,2009-02-15 00:00:00,Diego Camacho,72,73
21684,530499,2009-02-21 00:00:00,Lassana Diarra,81,82
21692,530548,2009-02-28 00:00:00,Luis Garcia,78,83
21702,530558,2009-03-07 00:00:00,Fernando Gago,79,87
21716,530572,2009-03-14 00:00:00,Pablo Orbaiz,71,76
21727,530583,2009-03-22 00:00:00,Lassana Diarra,81,85
21734,530590,2009-04-04 00:00:00,Lolo,67,72
21744,530109,2008-09-21 00:00:00,Gonzalo Colsa,79,79
21755,530601,2009-04-12 00:00:00,Wesley Sneijder,86,89
21765,530611,2009-04-18 00:00:00,Rafael Barber,71,79
21775,530621,2009-04-21 00:00:00,Fernando Gago,79,87
21781,530627,2009-04-26 00:00:00,Romaric,80,85
21794,530640,2009-05-02 00:00:00,Fernando Gago,79,87
21807,530653,2009-05-09 00:00:00,Ruben Baraja,79,83
21816,530662,2009-05-16 00:00:00,Sebastian Eguren,76,79
21825,530671,2009-05-24 00:00:00,Rafael van der Vaart,85,90
21835,530682,2009-05-31 00:00:00,Patxi Martinez Punal,74,78
21841,530116,2008-09-24 00:00:00,Mahamadou Diarra,80,87
21852,530127,2008-09-27 00:00:00,Achille Emana,79,78
21859,530134,2008-10-05 00:00:00,,,
21870,530205,2008-10-18 00:00:00,Paulo Assuncao,78,80
21883,530218,2008-10-26 00:00:00,Fernando Gago,79,87
21895,530230,2008-11-02 00:00:00,Juanito,72,79
21898,684585,2009-08-29 00:00:00,Xabi Alonso,83,87
21913,684734,2009-11-07 00:00:00,Cleber Santana,75,81
21923,684755,2009-11-21 00:00:00,Xabi Alonso,84,87
21934,684766,2009-11-29 00:00:00,Sergio Busquets,76,84
21944,684776,2009-12-05 00:00:00,Xabi Alonso,84,87
21955,684787,2009-12-12 00:00:00,Carlos Marchena,82,85
21965,684804,2009-12-19 00:00:00,Mahamadou Diarra,80,87
21976,684828,2010-01-03 00:00:00,Javad Nekounam,76,83
21986,684844,2010-01-10 00:00:00,Xabi Alonso,84,87
21997,684866,2010-01-16 00:00:00,Pablo Orbaiz,74,77
22007,684881,2010-01-24 00:00:00,Xabi Alonso,84,87
22009,684596,2009-09-12 00:00:00,Hurtado Perez Moises,78,79
22018,684885,2010-01-30 00:00:00,Juca,72,74
22029,684907,2010-02-06 00:00:00,Xabi Alonso,84,87
22039,684924,2010-02-13 00:00:00,Sidi Yaya Keita,64,72
22050,684945,2010-02-21 00:00:00,Xabi Alonso,84,87
22060,684976,2010-02-27 00:00:00,Ricardo Leon,75,76
22071,684999,2010-03-06 00:00:00,Xabi Alonso,84,87
22081,685014,2010-03-14 00:00:00,Pele,73,83
22092,685036,2010-03-20 00:00:00,Lassana Diarra,82,85
22102,685055,2010-03-25 00:00:00,Francisco Javier Casquero,76,84
22113,685072,2010-03-28 00:00:00,Fernando Gago,78,87
22119,684609,2009-09-20 00:00:00,Fernando Gago,78,87
22133,685089,2010-04-04 00:00:00,Pape Kouli Diop,68,74
22144,685104,2010-04-10 00:00:00,Xabi Alonso,84,87
22154,685119,2010-04-15 00:00:00,Hernan Dario Bernardello,71,77
22165,685140,2010-04-18 00:00:00,Fernando Gago,78,87
22175,685153,2010-04-24 00:00:00,Gabi,73,85
22186,685164,2010-05-02 00:00:00,Xabi Alonso,84,87
22196,685179,2010-05-05 00:00:00,Julio Alvarez,76,77
22207,685197,2010-05-08 00:00:00,Xabi Alonso,84,87
22217,685211,2010-05-16 00:00:00,Antonio Apono,76,77
22220,684625,2009-09-23 00:00:00,Bruno Soriano,72,77
22230,684648,2009-09-26 00:00:00,Lassana Diarra,82,85
22241,684663,2009-10-04 00:00:00,Renato,78,80
22251,684681,2009-10-17 00:00:00,Lassana Diarra,82,85
22262,684699,2009-10-24 00:00:00,Alberto Rivera,73,76
22272,684713,2009-10-31 00:00:00,Xabi Alonso,84,87
