id,match_api_id,match_date,home_team_api_id,away_team_api_id,home_player_2_name,home_player_2_rating,home_player_2_potential
21518,530023,2008-08-30 00:00:00,10267,8661,Miguel,79,83
21519,530084,2008-08-31 00:00:00,8371,10205,Cesar Azpilicueta,63,67
21520,530085,2008-08-31 00:00:00,9783,8633,Laure,65,74
21521,530086,2008-08-31 00:00:00,8388,8634,Juan Ramon Cabrero Juanra,69,72
21522,530087,2008-08-31 00:00:00,8696,8302,Pablo Pinillos,74,80
21523,530088,2008-08-31 00:00:00,9869,8305,Rafael Sastre,66,67
21524,530089,2008-08-31 00:00:00,8603,8479,Juanito,79,83
21525,530090,2008-08-30 00:00:00,8558,10281,Sergio Sanchez,65,72
21526,530091,2008-08-31 00:00:00,8315,9865,Andoni Iraola,72,77
21527,530092,2008-08-31 00:00:00,9906,9864,Giourkas Seitaridis,77,82
21528,530233,2008-11-09 00:00:00,8302,8479,Aquivaldo Mosquera,76,76
21529,530234,2008-11-09 00:00:00,8696,9869,Pablo Pinillos,74,80
21530,530235,2008-11-09 00:00:00,8388,8603,Juan Ramon Cabrero Juanra,69,72
21531,530236,2008-11-09 00:00:00,9783,8558,Manuel Pablo,75,81
21532,530237,2008-11-09 00:00:00,8371,9906,Cesar Azpilicueta,63,67
21533,530238,2008-11-09 00:00:00,10205,9865,Javier Venta,73,75
21534,530239,2008-11-08 00:00:00,8633,9864,Sergio Ramos,85,92
21535,530240,2008-11-08 00:00:00,8634,10281,Daniel Alves,85,91
21536,530241,2008-11-09 00:00:00,8305,10267,Cosmin Contra,74,79
21537,530242,2008-11-09 00:00:00,8661,8315,Jose Miguel Josemi,76,77
21538,530243,2008-11-16 00:00:00,8603,8696,Nelson,71,80
21539,530244,2008-11-15 00:00:00,10267,9869,Miguel,79,83
21540,530245,2008-11-16 00:00:00,8558,8388,Steve Finnan,76,82
21541,530246,2008-11-16 00:00:00,9906,9783,Luis Perea,77,84
21542,530247,2008-11-16 00:00:00,8315,8371,Andoni Iraola,72,77
21543,530248,2008-11-16 00:00:00,9865,8661,Bruno Saltor,65,71
21544,530249,2008-11-16 00:00:00,9864,10205,Jesus Gamez,68,75
21545,530250,2008-11-15 00:00:00,10281,8633,Pedro Lopez,73,77
21546,530251,2008-11-16 00:00:00,8305,8302,Cosmin Contra,74,79
21547,530252,2008-11-16 00:00:00,8479,8634,Iago Bouzon,74,84
21548,530253,2008-11-23 00:00:00,8696,8558,Juan Valera,71,82
21549,530254,2008-11-22 00:00:00,10205,10281,Angel Lopez,74,78
21550,530255,2008-11-23 00:00:00,8634,8305,Daniel Alves,85,91
21551,530256,2008-11-22 00:00:00,8302,10267,Aquivaldo Mosquera,76,76
21552,530257,2008-11-23 00:00:00,8371,9865,Cesar Azpilicueta,63,67
21553,530258,2008-11-23 00:00:00,9783,8315,Manuel Pablo,75,81
21554,530259,2008-11-23 00:00:00,8661,9864,Jose Miguel Josemi,76,77
21555,530260,2008-11-22 00:00:00,8633,8479,Miguel Torres,74,83
21556,530261,2008-11-23 00:00:00,8388,9906,Juan Ramon Cabrero Juanra,69,72
21557,530262,2008-11-23 00:00:00,9869,8603,Rafael Sastre,66,67
21558,530263,2008-11-30 00:00:00,9865,9783,Bruno Saltor,65,71
21559,530324,2008-11-30 00:00:00,8479,10205,Nasief Morris,75,77
21560,530325,2008-11-30 00:00:00,8558,9869,Sergio Sanchez,65,72
21561,530326,2008-11-30 00:00:00,9906,8696,Giourkas Seitaridis,77,82
21562,530327,2008-11-30 00:00:00,10267,8603,Miguel,79,83
21563,530328,2008-11-30 00:00:00,10281,8661,Pedro Lopez,73,77
21564,530329,2008-11-29 00:00:00,8302,8634,Aquivaldo Mosquera,76,76
21565,530330,2008-11-30 00:00:00,9864,8371,Jesus Gamez,68,75
21566,530331,2008-11-29 00:00:00,8305,8633,Cosmin Contra,74,79
21567,530332,2008-11-30 00:00:00,8315,8388,Andoni Iraola,72,77
21568,530333,2008-12-07 00:00:00,9783,9864,Manuel Pablo,75,81
21569,530334,2008-12-07 00:00:00,8371,10281,Cesar Azpilicueta,63,67
21570,530335,2008-12-07 00:00:00,8661,8479,Lionel Scaloni,75,80
21571,530336,2008-12-06 00:00:00,10205,8305,Javier Venta,73,75
21572,530337,2008-12-06 00:00:00,8634,10267,Daniel Alves,85,91
21573,530338,2008-12-07 00:00:00,8388,9865,Juan Ramon Cabrero Juanra,69,72
21574,530339,2008-12-07 00:00:00,8696,8315,Pablo Pinillos,74,80
21575,530340,2008-12-07 00:00:00,8603,8558,Nelson,71,80
21576,530341,2008-12-07 00:00:00,8633,8302,Michel Salgado,71,81
21577,530342,2008-12-06 00:00:00,9869,9906,Rafael Sastre,66,67
21578,530343,2008-12-13 00:00:00,8634,8633,Daniel Alves,85,91
21579,530344,2008-12-14 00:00:00,8315,9869,Andoni Iraola,72,77
21580,530345,2008-12-14 00:00:00,9906,8603,Luis Perea,77,84
21581,530346,2008-12-14 00:00:00,9865,8696,Bruno Saltor,65,71
21582,530347,2008-12-14 00:00:00,10281,9783,Pedro Lopez,73,77
21583,530348,2008-12-14 00:00:00,8479,8371,Nasief Morris,75,77
21584,530349,2008-12-14 00:00:00,8305,8661,David Cortes,74,76
21585,530350,2008-12-14 00:00:00,8302,10205,Abdoulay Konko,76,78
21586,530351,2008-12-13 00:00:00,10267,8558,Miguel,79,83
21587,530352,2008-12-14 00:00:00,9864,8388,Jesus Gamez,68,75
21588,530353,2008-12-21 00:00:00,8603,8315,Nelson,71,80
21589,530354,2008-12-21 00:00:00,9869,9865,Rafael Sastre,66,67
21590,530355,2008-12-21 00:00:00,8696,9864,Juan Valera,71,82
21591,530356,2008-12-21 00:00:00,9783,8479,Manuel Pablo,75,81
21592,530357,2008-12-21 00:00:00,8661,8302,Jose Miguel Josemi,76,77
21593,530358,2008-12-21 00:00:00,10205,8634,Angel Lopez,74,78
21594,530359,2008-12-20 00:00:00,8633,10267,Michel Salgado,71,81
21595,530360,2008-12-20 00:00:00,8558,9906,Sergio Sanchez,65,72
21596,530361,2008-12-21 00:00:00,8388,10281,Juan Ramon Cabrero Juanra,69,72
21597,530362,2008-12-21 00:00:00,8371,8305,Cesar Azpilicueta,63,67
21598,530363,2009-01-04 00:00:00,8305,9783,Cosmin Contra,74,79
21599,530364,2009-01-04 00:00:00,9864,9869,Jesus Gamez,68,75
21600,530365,2009-01-04 00:00:00,10281,8696,Pedro Lopez,73,77
21601,530366,2009-01-04 00:00:00,8479,8388,Iago Bouzon,74,84
21602,530367,2009-01-04 00:00:00,8302,8371,Fernando Navarro,77,80
21603,530368,2009-01-03 00:00:00,8634,8661,Carles Puyol,88,90
21604,530369,2009-01-04 00:00:00,8633,10205,Sergio Ramos,85,92
21605,530370,2009-01-03 00:00:00,10267,9906,Miguel,79,83
21606,530371,2009-01-04 00:00:00,8315,8558,Andoni Iraola,72,77
21607,530372,2009-01-04 00:00:00,9865,8603,Bruno Saltor,65,71
21608,530373,2009-01-11 00:00:00,9869,10281,Rafael Sastre,66,67
21609,530374,2009-01-11 00:00:00,8603,9864,Nelson,71,80
21610,530375,2009-01-11 00:00:00,9906,8315,Giourkas Seitaridis,77,82
21611,530376,2009-01-11 00:00:00,8558,9865,Sergio Sanchez,65,72
21612,530377,2009-01-11 00:00:00,8696,8479,Juan Valera,71,82
21613,530378,2009-01-11 00:00:00,8388,8305,Juan Ramon Cabrero Juanra,69,72
21614,530379,2009-01-11 00:00:00,8371,8634,Cesar Azpilicueta,63,67
21615,530380,2009-01-11 00:00:00,8661,8633,Lionel Scaloni,75,80
21616,530381,2009-01-10 00:00:00,10267,10205,David Albelda,79,83
21617,530382,2009-01-10 00:00:00,9783,8302,Manuel Pablo,75,81
21618,530383,2009-01-18 00:00:00,8315,10267,Andoni Iraola,72,77
21619,530444,2009-01-18 00:00:00,9865,9906,Bruno Saltor,65,71
21620,530445,2009-01-18 00:00:00,9864,8558,"Manolo Gaspar,28",66,70
21621,530446,2009-01-18 00:00:00,10281,8603,Pedro Lopez,73,77
21622,530447,2009-01-18 00:00:00,8479,9869,Nasief Morris,75,77
21623,530448,2009-01-18 00:00:00,8305,8696,David Cortes,74,76
21624,530449,2009-01-17 00:00:00,8302,8388,Aquivaldo Mosquera,76,76
21625,530450,2009-01-17 00:00:00,8634,9783,Daniel Alves,85,91
21626,530451,2009-01-18 00:00:00,8633,8371,Sergio Ramos,85,92
21627,530452,2009-01-18 00:00:00,10205,8661,Angel Lopez,74,78
21628,530093,2008-09-14 00:00:00,10205,9783,Javier Venta,73,75
21629,530094,2008-09-14 00:00:00,8633,8388,Michel Salgado,71,81
21630,530095,2008-09-13 00:00:00,8634,8696,Daniel Alves,85,91
21631,530096,2008-09-13 00:00:00,8302,9869,Abdoulay Konko,76,78
21632,530097,2008-09-14 00:00:00,8305,8603,David Cortes,74,76
21633,530098,2008-09-14 00:00:00,8479,8558,Iago Bouzon,74,84
21634,530099,2008-09-13 00:00:00,10281,9906,Pedro Lopez,73,77
21635,530100,2008-09-14 00:00:00,9864,8315,Jesus Gamez,68,75
21636,530101,2008-09-14 00:00:00,9865,10267,Bruno Saltor,65,71
21637,530102,2008-09-14 00:00:00,8661,8371,Jose Miguel Josemi,76,77
21638,530453,2009-01-24 00:00:00,8634,8388,Daniel Alves,85,91
21639,530454,2009-01-25 00:00:00,8633,9783,Sergio Ramos,85,92
21640,530455,2009-01-24 00:00:00,10205,8371,Angel Lopez,74,78
21641,530456,2009-01-25 00:00:00,8661,10267,Fernando Varela,75,78
21642,530457,2009-01-25 00:00:00,8302,8696,Fernando Navarro,77,80
21643,530458,2009-01-25 00:00:00,8305,9869,David Cortes,74,76
21644,530459,2009-01-25 00:00:00,8479,8603,Iago Bouzon,74,84
21645,530460,2009-01-25 00:00:00,10281,8558,Pedro Lopez,73,77
21646,530461,2009-01-25 00:00:00,9864,9906,Jesus Gamez,68,75
21647,530462,2009-01-25 00:00:00,9865,8315,Bruno Saltor,65,71
21648,530463,2009-02-01 00:00:00,8696,8634,Juan Valera,71,82
21649,530464,2009-01-31 00:00:00,8388,8633,Juan Ramon Cabrero Juanra,69,72
21650,530465,2009-02-01 00:00:00,9783,10205,Manuel Pablo,75,81
21651,530466,2009-02-01 00:00:00,8371,8661,Cesar Azpilicueta,63,67
21652,530467,2009-02-01 00:00:00,9869,8302,Rafael Sastre,66,67
21653,530468,2009-02-01 00:00:00,8603,8305,Abella Perez Damia,65,72
21654,530469,2009-02-01 00:00:00,8558,8479,Francisco Chica,73,79
21655,530470,2009-02-01 00:00:00,9906,10281,Luis Perea,77,84
21656,530471,2009-01-31 00:00:00,8315,9864,Andoni Iraola,72,77
21657,530472,2009-02-01 00:00:00,10267,9865,Miguel,79,83
21658,530473,2009-02-08 00:00:00,8661,9783,Lionel Scaloni,75,80
21659,530474,2009-02-08 00:00:00,10205,8388,Angel Lopez,74,78
21660,530475,2009-02-07 00:00:00,8633,8696,Sergio Ramos,85,92
21661,530476,2009-02-08 00:00:00,8634,9869,Daniel Alves,85,91
21662,530477,2009-02-07 00:00:00,8302,8603,Aquivaldo Mosquera,76,76
21663,530478,2009-02-08 00:00:00,8305,8558,David Cortes,74,76
21664,530479,2009-02-08 00:00:00,8479,9906,Alain Nef,71,75
