id,match_api_id,match_date,home_team_api_id,away_team_api_id,away_player_10_name,away_player_10_rating,away_player_10_potential
21518,530023,2008-08-30 00:00:00,10267,8661,Oscar Trejo,74,80
21519,530084,2008-08-31 00:00:00,8371,10205,Joseba Llorente,77,82
21520,530085,2008-08-31 00:00:00,9783,8633,Arjen Robben,84,86
21521,530086,2008-08-31 00:00:00,8388,8634,Samuel Eto'o,86,90
21522,530087,2008-08-31 00:00:00,8696,8302,Frederic Kanoute,83,84
21523,530088,2008-08-31 00:00:00,9869,8305,Juan Albin,75,81
21524,530089,2008-08-31 00:00:00,8603,8479,Marco Ruben,72,79
21525,530090,2008-08-30 00:00:00,8558,10281,Jonathan Sesma,73,77
21526,530091,2008-08-31 00:00:00,8315,9865,Pablo Piatti,70,79
21527,530092,2008-08-31 00:00:00,9906,9864,Javier Calleja,71,73
21528,530233,2008-11-09 00:00:00,8302,8479,,,
21529,530234,2008-11-09 00:00:00,8696,9869,Diego Castro,64,69
21530,530235,2008-11-09 00:00:00,8388,8603,Juanma,72,76
21531,530236,2008-11-09 00:00:00,9783,8558,Nene,77,80
21532,530237,2008-11-09 00:00:00,8371,9906,Simao,84,88
21533,530238,2008-11-09 00:00:00,10205,9865,Julio Alvarez,75,76
21534,530239,2008-11-08 00:00:00,8633,9864,Nabil Baha,67,72
21535,530240,2008-11-08 00:00:00,8634,10281,Jonathan Sesma,73,77
21536,530241,2008-11-09 00:00:00,8305,10267,Juan Mata,75,86
21537,530242,2008-11-09 00:00:00,8661,8315,Igor Gabilondo,72,75
21538,530243,2008-11-16 00:00:00,8603,8696,Oscar Serrano,74,73
21539,530244,2008-11-15 00:00:00,10267,9869,Diego Castro,64,69
21540,530245,2008-11-16 00:00:00,8558,8388,Juan Quero,71,73
21541,530246,2008-11-16 00:00:00,9906,9783,Andres Guardado,79,88
21542,530247,2008-11-16 00:00:00,8315,8371,Esparza Jokin Arcaya,63,72
21543,530248,2008-11-16 00:00:00,9865,8661,Juan Arango,78,78
21544,530249,2008-11-16 00:00:00,9864,10205,Giuseppe Rossi,80,86
21545,530250,2008-11-15 00:00:00,10281,8633,Gonzalo Higuain,77,87
21546,530251,2008-11-16 00:00:00,8305,8302,Luis Fabiano,86,86
21547,530252,2008-11-16 00:00:00,8479,8634,Samuel Eto'o,86,90
21548,530253,2008-11-23 00:00:00,8696,8558,Nene,77,80
21549,530254,2008-11-22 00:00:00,10205,10281,Fabian Canobbio,74,79
21550,530255,2008-11-23 00:00:00,8634,8305,Manu del Moral,74,82
21551,530256,2008-11-22 00:00:00,8302,10267,Juan Mata,75,86
21552,530257,2008-11-23 00:00:00,8371,9865,Pablo Piatti,70,79
21553,530258,2008-11-23 00:00:00,9783,8315,David Lopez,72,79
21554,530259,2008-11-23 00:00:00,8661,9864,Duda,74,78
21555,530260,2008-11-22 00:00:00,8633,8479,Javier Camunas,74,75
21556,530261,2008-11-23 00:00:00,8388,9906,Diego Forlan,83,85
21557,530262,2008-11-23 00:00:00,9869,8603,Juanma,72,76
21558,530263,2008-11-30 00:00:00,9865,9783,Andres Guardado,79,88
21559,530324,2008-11-30 00:00:00,8479,10205,Ariel Ibagaza,79,82
