id,match_api_id,match_date,home_team_api_id,away_team_api_id,home_player_9_name,home_player_9_overall_rating,home_player_9_potential,home_player_9_preferred_foot,home_player_9_attacking_work_rate,home_player_9_defensive_work_rate,home_player_9_crossing,home_player_9_finishing,home_player_9_heading_accuracy,home_player_9_short_passing,home_player_9_volleys,home_player_9_dribbling,home_player_9_curve,home_player_9_free_kick_accuracy,home_player_9_long_passing,home_player_9_ball_control,home_player_9_acceleration,home_player_9_sprint_speed,home_player_9_agility,home_player_9_reactions,home_player_9_balance,home_player_9_shot_power,home_player_9_jumping,home_player_9_stamina,home_player_9_strength,home_player_9_long_shots,home_player_9_aggression,home_player_9_interceptions,home_player_9_positioning,home_player_9_vision,home_player_9_penalties,home_player_9_marking,home_player_9_standing_tackle,home_player_9_sliding_tackle,home_player_9_gk_diving,home_player_9_gk_handling,home_player_9_gk_kicking,home_player_9_gk_positioning,home_player_9_gk_reflexes
1729,489042,2008-08-17 00:00:00,10260,10261,Ryan Giggs,86,89,left,medium,medium,90,79,84,86,81,85,87,85,80,87,82,81,81,80,72,77,63,80,64,74,62,88,90,90,87,36,46,45,10,21,80,21,21
1730,489043,2008-08-16 00:00:00,9825,8659,Samir Nasri,85,90,right,high,medium,77,76,67,90,78,88,84,75,84,87,82,81,88,84,78,76,64,75,69,79,64,89,80,88,67,37,47,62,12,21,84,21,21
1731,489044,2008-08-16 00:00:00,8472,8650,Kieran Richardson,74,78,left,high,medium,80,62,54,65,75,71,69,41,60,75,77,79,76,77,64,69,55,74,55,68,69,72,72,72,64,50,55,74,11,22,60,22,22
1732,489045,2008-08-16 00:00:00,8654,8528,Matthew Etherington,76,79,left,medium,medium,77,66,39,70,58,79,78,65,67,75,84,81,79,71,66,56,66,70,43,42,33,72,70,74,69,41,42,36,11,20,67,20,20
1733,489046,2008-08-17 00:00:00,10252,8456,Ashley Young,77,84,right,high,medium,81,71,37,65,74,82,83,81,71,73,87,86,83,73,62,77,47,76,43,70,42,65,62,76,57,27,55,44,14,25,71,25,25
1734,489047,2008-08-16 00:00:00,8668,8655,Leighton Baines,77,82,left,high,medium,82,23,73,76,66,61,70,70,62,74,79,78,63,76,72,86,72,84,67,80,66,73,74,74,68,79,79,80,5,21,62,21,21
1735,489048,2008-08-16 00:00:00,8549,8586,Stewart Downing,82,82,left,medium,medium,92,62,69,78,82,82,81,86,71,76,80,78,78,74,77,73,58,74,51,80,62,73,79,82,72,57,48,36,10,21,71,21,21
1736,489049,2008-08-16 00:00:00,8559,10194,Matthew Taylor,80,80,left,medium,medium,90,80,73,72,79,74,88,73,78,77,75,78,73,77,67,91,75,84,64,93,75,73,71,78,74,72,79,76,6,21,78,21,21
1737,489050,2008-08-16 00:00:00,8667,9879,Nick Barmby,63,81,right,medium,medium,66,54,58,68,69,64,68,55,59,64,61,62,55,60,51,69,61,64,66,79,72,67,66,71,68,62,64,41,12,21,59,21,21
1738,489051,2008-08-17 00:00:00,8455,8462,Deco,85,90,right,medium,medium,82,74,58,91,78,82,89,84,86,90,86,81,86,87,79,74,60,82,72,86,71,89,84,88,88,25,22,55,12,21,86,21,21
1739,489132,2008-10-29 00:00:00,10260,8654,Nani,81,88,right,high,medium,81,70,46,71,75,93,80,74,60,88,88,86,88,60,76,80,51,72,49,83,33,59,61,81,70,29,29,32,5,23,60,23,23
1740,489133,2008-10-29 00:00:00,9825,8586,Samir Nasri,82,90,right,high,medium,75,76,67,87,78,86,84,80,80,87,83,80,88,81,78,76,64,75,62,79,60,70,79,88,74,37,47,62,12,21,80,21,21
1741,489134,2008-10-29 00:00:00,8549,8456,Stewart Downing,81,83,left,medium,medium,92,79,69,79,82,84,81,86,74,81,82,78,78,74,77,79,58,77,50,82,38,69,79,82,72,57,48,36,10,21,74,21,21
1742,489135,2008-10-29 00:00:00,8559,8668,Matthew Taylor,74,80,left,medium,medium,82,70,70,69,79,73,88,83,75,76,70,72,73,68,67,90,75,80,68,89,75,71,69,78,70,67,73,76,6,21,75,21,21
1743,489136,2008-10-29 00:00:00,8667,8455,Geovanni,75,82,right,,_0,70,65,46,70,74,84,78,78,59,81,80,82,79,59,61,90,53,61,57,82,31,43,60,69,65,30,44,21,12,25,59,25,25
1744,489137,2008-10-29 00:00:00,10194,8472,Rory Delap,69,73,right,medium,medium,73,59,61,69,56,62,68,67,59,66,71,81,69,70,74,76,76,79,71,77,66,73,74,69,70,60,64,69,5,21,59,21,21
1745,489138,2008-10-29 00:00:00,8650,8462,Ryan Babel,81,86,right,medium,low,79,80,62,71,76,88,61,46,58,84,88,86,81,70,76,85,65,74,71,79,62,69,72,75,77,32,22,20,8,20,60,20,20
1746,489139,2008-10-29 00:00:00,10252,8655,Nigel Reo-Coker,77,85,right,medium,high,65,62,66,80,66,74,61,66,72,77,82,83,70,86,76,76,72,90,81,68,90,75,80,68,79,70,85,79,11,23,72,23,23
1747,489140,2008-10-28 00:00:00,10261,8659,Damien Duff,76,82,left,medium,medium,70,69,52,74,80,83,68,59,65,80,86,84,83,70,83,60,51,74,65,59,35,69,73,75,74,39,59,42,13,20,65,20,20
1748,489141,2008-10-29 00:00:00,9879,8528,Zoltan Gera,75,84,right,medium,high,81,70,70,71,83,79,76,81,66,80,74,78,70,62,67,75,68,80,51,72,64,68,72,74,70,45,54,33,5,22,66,22,22
1749,489142,2008-11-01 00:00:00,10260,8667,Nani,81,88,right,high,medium,81,70,46,71,75,93,80,74,60,88,88,86,88,60,76,80,51,72,49,83,33,59,61,81,70,29,29,32,5,23,60,23,23
1750,489143,2008-11-01 00:00:00,8586,8650,Jamie O'Hara,71,85,left,high,high,60,57,52,81,68,61,48,65,70,75,66,69,63,77,62,62,62,85,53,59,61,68,74,69,80,52,60,70,5,22,70,22,22
1751,489144,2008-11-01 00:00:00,8668,9879,Mikel Arteta,82,83,right,high,medium,85,62,59,91,81,84,86,90,85,87,83,77,84,70,75,82,70,78,60,80,67,75,82,87,85,59,60,66,12,25,85,25,25
1752,489145,2008-11-01 00:00:00,8549,8654,Stewart Downing,81,83,left,medium,medium,92,79,69,79,82,84,81,86,74,81,82,78,78,74,77,79,58,77,50,82,38,69,79,82,72,57,48,36,10,21,74,21,21
1753,489146,2008-11-03 00:00:00,10261,10252,Damien Duff,76,82,left,medium,medium,70,69,52,74,80,83,68,59,65,80,86,84,83,70,83,60,51,74,65,59,35,69,73,75,74,39,59,42,13,20,65,20,20
1754,489147,2008-11-02 00:00:00,8559,8456,Mustapha Riga,75,77,right,None,o,76,74,48,74,72,73,68,68,45,74,82,85,73,75,64,71,60,77,58,76,59,77,70,75,72,24,21,18,1,24,45,24,24
1755,489148,2008-11-01 00:00:00,8659,8655,Borja Valero,74,77,right,medium,medium,81,79,74,81,66,77,84,72,33,80,73,73,75,71,74,73,67,73,69,78,52,71,69,87,75,63,52,52,7,21,33,21,21
1756,489149,2008-11-01 00:00:00,8462,8528,Armand Traore,69,80,left,medium,medium,73,31,59,67,42,77,56,31,56,70,80,82,73,68,68,65,59,73,59,31,63,65,66,69,59,67,69,77,7,22,56,22,22
1757,489150,2008-11-01 00:00:00,10194,9825,Rory Delap,69,73,right,medium,medium,73,59,61,69,56,62,68,67,59,66,71,81,69,70,74,76,76,79,71,77,66,73,74,69,70,60,64,69,5,21,59,21,21
1758,489151,2008-11-01 00:00:00,8455,8472,Joe Cole,84,87,right,high,medium,82,81,55,83,82,93,83,77,69,90,84,79,83,82,80,77,61,79,69,79,68,76,79,84,80,54,53,29,8,21,69,21,21
1759,489152,2008-11-08 00:00:00,9825,10260,Samir Nasri,82,90,right,high,medium,75,76,67,87,78,86,84,80,80,87,83,80,88,81,78,76,64,75,62,79,60,70,79,88,74,37,47,62,12,21,80,21,21
1760,489153,2008-11-08 00:00:00,8650,8659,Albert Riera,79,84,left,medium,medium,81,77,78,80,77,83,82,60,73,85,77,82,79,76,73,77,63,80,77,66,54,76,70,81,62,21,21,37,9,21,73,21,21
1761,489154,2008-11-08 00:00:00,8472,8462,Kieran Richardson,76,78,left,high,medium,84,69,54,71,75,77,69,41,66,78,77,79,76,77,64,70,55,76,55,72,69,72,72,72,64,50,55,74,11,22,66,22,22
1762,489155,2008-11-08 00:00:00,8654,8668,Luis Boa Morte,75,82,left,medium,low,74,74,61,72,76,80,67,65,61,78,83,81,84,60,69,75,60,69,72,65,61,59,69,59,76,43,51,26,6,21,61,21,21
