id,match_api_id,match_date,home_team_api_id,away_team_api_id,home_player_4_name,home_player_4_overall_rating,home_player_4_potential,home_player_4_preferred_foot,home_player_4_attacking_work_rate,home_player_4_defensive_work_rate,home_player_4_crossing,home_player_4_finishing,home_player_4_heading_accuracy,home_player_4_short_passing,home_player_4_volleys,home_player_4_dribbling,home_player_4_curve,home_player_4_free_kick_accuracy,home_player_4_long_passing,home_player_4_ball_control,home_player_4_acceleration,home_player_4_sprint_speed,home_player_4_agility,home_player_4_reactions,home_player_4_balance,home_player_4_shot_power,home_player_4_jumping,home_player_4_stamina,home_player_4_strength,home_player_4_long_shots,home_player_4_aggression,home_player_4_interceptions,home_player_4_positioning,home_player_4_vision,home_player_4_penalties,home_player_4_marking,home_player_4_standing_tackle,home_player_4_sliding_tackle,home_player_4_gk_diving,home_player_4_gk_handling,home_player_4_gk_kicking,home_player_4_gk_positioning,home_player_4_gk_reflexes
1729,489042,2008-08-17 00:00:00,10260,10261,Nemanja Vidic,85,88,right,medium,high,41,41,93,68,41,42,43,48,70,69,74,75,52,76,84,56,92,79,90,40,93,81,84,63,79,84,86,85,10,23,70,23,23
1730,489043,2008-08-16 00:00:00,9825,8659,Johan Djourou,74,83,right,low,high,47,34,77,60,43,45,52,38,52,60,69,77,54,64,78,41,84,78,72,32,73,63,66,62,68,74,76,81,5,21,52,21,21
1731,489044,2008-08-16 00:00:00,8472,8650,Danny Collins,61,75,left,medium,medium,55,47,55,44,27,59,45,57,52,56,69,69,65,69,72,57,74,77,60,50,67,66,60,45,60,52,70,70,5,25,52,25,25
1732,489045,2008-08-16 00:00:00,8654,8528,Calum Davenport,75,78,right,,_0,34,36,79,56,,49,,38,51,64,64,69,,67,,41,,78,72,43,67,74,71,,66,74,76,,11,22,51,22,22
1733,489046,2008-08-17 00:00:00,10252,8456,Martin Laursen,75,81,right,le,ean,44,58,83,63,,40,,47,59,65,67,71,,73,,38,,78,76,65,82,81,79,,77,73,71,,10,23,59,23,23
1734,489047,2008-08-16 00:00:00,8668,8655,Joleon Lescott,79,81,left,medium,medium,59,32,78,66,61,40,41,57,54,70,70,76,59,76,74,56,87,75,84,45,80,79,76,72,66,80,79,77,7,22,54,22,22
1735,489048,2008-08-16 00:00:00,8549,8586,Robert Huth,80,82,right,medium,high,22,32,88,58,45,36,29,37,40,58,67,70,58,64,77,88,80,83,93,47,82,76,72,31,63,79,74,73,5,22,40,22,22
1736,489049,2008-08-16 00:00:00,8559,10194,Andrew O'Brien,76,77,right,low,medium,35,22,82,65,35,45,21,10,44,68,68,69,39,71,71,48,75,84,70,40,82,74,78,53,69,71,76,70,14,22,44,22,22
1737,489050,2008-08-16 00:00:00,8667,9879,Anthony Gardner,75,78,left,medium,high,40,34,82,58,26,49,22,42,46,57,69,72,50,59,72,41,85,78,76,39,77,72,73,51,59,74,73,67,6,21,46,21,21
1738,489051,2008-08-17 00:00:00,8455,8462,John Terry,90,91,right,medium,high,41,36,94,65,55,41,44,29,61,65,69,71,49,85,83,58,91,87,93,33,93,86,91,63,85,92,93,87,7,23,61,23,23
1739,489132,2008-10-29 00:00:00,10260,8654,Nemanja Vidic,86,88,right,medium,high,40,38,93,68,41,42,43,48,70,69,74,75,52,76,84,60,92,79,92,35,93,81,84,63,79,84,90,85,10,23,70,23,23
1740,489133,2008-10-29 00:00:00,9825,8586,Mikael Silvestre,76,81,left,low,medium,68,31,81,67,57,55,66,44,71,70,79,80,59,75,77,43,80,77,78,43,82,69,70,67,70,70,77,81,5,22,71,22,22
1741,489134,2008-10-29 00:00:00,8549,8456,Emanuel Pogatetz,72,78,left,medium,medium,70,30,74,61,44,55,45,24,50,70,66,68,50,71,76,70,73,71,78,52,83,68,72,56,68,68,73,74,12,23,50,23,23
