id,match_api_id,match_date,home_team_api_id,away_team_api_id,home_player_10_name,home_player_10_overall_rating,home_player_10_potential,home_player_10_preferred_foot,home_player_10_attacking_work_rate,home_player_10_defensive_work_rate,home_player_10_crossing,home_player_10_finishing,home_player_10_heading_accuracy,home_player_10_short_passing,home_player_10_volleys,home_player_10_dribbling,home_player_10_curve,home_player_10_free_kick_accuracy,home_player_10_long_passing,home_player_10_ball_control,home_player_10_acceleration,home_player_10_sprint_speed,home_player_10_agility,home_player_10_reactions,home_player_10_balance,home_player_10_shot_power,home_player_10_jumping,home_player_10_stamina,home_player_10_strength,home_player_10_long_shots,home_player_10_aggression,home_player_10_interceptions,home_player_10_positioning,home_player_10_vision,home_player_10_penalties,home_player_10_marking,home_player_10_standing_tackle,home_player_10_sliding_tackle,home_player_10_gk_diving,home_player_10_gk_handling,home_player_10_gk_kicking,home_player_10_gk_positioning,home_player_10_gk_reflexes
1729,489042,2008-08-17 00:00:00,10260,10261,Fraizer Campbell,74,78,right,high,low,55,78,67,59,75,71,42,58,31,69,90,87,75,78,58,71,62,69,64,59,49,43,67,60,59,22,22,30,12,22,31,22,22
1730,489043,2008-08-16 00:00:00,9825,8659,Emmanuel Adebayor,87,88,right,medium,low,54,90,82,76,84,84,69,44,39,85,75,83,68,87,85,85,87,88,83,69,68,69,87,73,78,23,25,18,8,21,39,21,21
1731,489044,2008-08-16 00:00:00,8472,8650,El Hadji Diouf,81,72,right,medium,low,71,80,50,75,82,85,80,66,64,76,89,85,77,77,69,81,64,81,71,71,88,69,76,69,54,41,31,23,11,23,64,23,23
1732,489045,2008-08-16 00:00:00,8654,8528,Carlton Cole,73,77,right,high,medium,61,78,66,46,69,68,70,26,37,65,70,72,74,69,85,72,87,78,81,61,77,77,71,70,65,20,22,17,8,20,37,20,20
1733,489046,2008-08-17 00:00:00,10252,8456,Gabriel Agbonlahor,76,84,right,medium,low,63,74,68,67,80,78,61,57,57,67,95,96,79,80,84,70,70,88,68,61,64,59,65,68,68,34,27,44,9,21,57,21,21
1734,489047,2008-08-16 00:00:00,8668,8655,Leon Osman,73,78,right,medium,medium,72,65,61,73,79,73,68,52,67,75,69,71,78,65,71,74,63,84,63,75,73,76,78,78,76,35,46,65,9,20,67,20,20
1735,489048,2008-08-16 00:00:00,8549,8586,"Afonso Alves,24",84,88,left,,_0,61,93,79,72,,80,,87,50,79,79,86,,88,,84,,68,71,76,78,78,68,,70,21,21,,8,21,50,21,21
1736,489049,2008-08-16 00:00:00,8559,10194,Kevin Davies,76,79,right,medium,medium,40,77,93,66,77,67,54,41,42,74,69,70,57,77,83,77,89,85,95,59,95,75,80,75,76,32,54,53,6,23,42,23,23
1737,489050,2008-08-16 00:00:00,8667,9879,Geovanni,78,82,right,,_0,77,65,56,75,74,83,78,68,71,80,81,82,79,76,61,75,53,60,68,84,61,62,63,69,65,50,54,21,12,25,71,25,25
1738,489051,2008-08-17 00:00:00,8455,8462,Joe Cole,86,87,right,high,medium,82,75,49,83,82,94,83,77,68,89,83,81,83,82,80,74,61,79,67,81,68,76,77,84,79,56,48,29,8,21,68,21,21
1739,489132,2008-10-29 00:00:00,10260,8654,Carlos Tevez,85,90,right,high,high,79,92,65,86,88,86,77,87,66,91,86,84,81,89,91,86,72,90,84,73,90,74,90,82,89,34,36,34,11,23,66,23,23
1740,489133,2008-10-29 00:00:00,9825,8586,Robin van Persie,85,88,left,high,low,87,90,59,86,89,84,90,92,68,89,86,84,76,79,72,93,59,73,59,90,48,71,81,80,86,23,32,21,6,22,68,22,22
1741,489134,2008-10-29 00:00:00,8549,8456,Tuncay Sanli,78,81,right,medium,low,79,81,69,77,74,79,72,60,64,78,80,81,76,75,70,76,73,84,72,77,69,68,80,78,77,39,27,29,11,23,64,23,23
1742,489135,2008-10-29 00:00:00,8559,8668,Kevin Davies,75,79,right,medium,medium,40,77,93,66,77,67,54,41,42,74,69,70,57,77,83,77,89,85,95,59,94,75,80,75,76,32,54,53,6,23,42,23,23
1743,489136,2008-10-29 00:00:00,8667,8455,Marlon King,74,76,right,medium,low,66,79,70,59,62,77,56,43,44,64,79,81,70,75,69,74,70,77,74,65,69,65,70,66,74,33,41,26,10,15,15,9,10
1744,489137,2008-10-29 00:00:00,10194,8472,Mamady Sidibe,67,68,right,medium,medium,56,64,76,67,66,59,44,64,21,64,61,71,65,67,71,68,77,80,90,60,75,75,74,55,69,22,21,29,8,21,21,21,21
1745,489138,2008-10-29 00:00:00,8650,8462,Steven Gerrard,88,90,right,high,high,94,80,76,91,80,79,85,88,95,91,80,84,60,85,83,95,68,93,83,96,82,85,87,86,90,68,84,71,5,23,95,23,23
