id,country_id,league_id,season,stage,date,match_api_id,home_team_api_id,home_team_name,away_team_api_id,away_team_name,home_team_goal,away_team_goal,avg_home_prob,avg_draw_prob,avg_away_prob,home_player_1_name,home_player_1_rating,home_player_1_potential,home_player_2_name,home_player_2_rating,home_player_2_potential,home_player_3_name,home_player_3_rating,home_player_3_potential,home_player_4_name,home_player_4_rating,home_player_4_potential,home_player_5_name,home_player_5_rating,home_player_5_potential,home_player_6_name,home_player_6_rating,home_player_6_potential,home_player_7_name,home_player_7_rating,home_player_7_potential,home_player_8_name,home_player_8_rating,home_player_8_potential,home_player_9_name,home_player_9_rating,home_player_9_potential,home_player_10_name,home_player_10_rating,home_player_10_potential,home_player_11_name,home_player_11_rating,home_player_11_potential,away_player_1_name,away_player_1_rating,away_player_1_potential,away_player_2_name,away_player_2_rating,away_player_2_potential,away_player_3_name,away_player_3_rating,away_player_3_potential,away_player_4_name,away_player_4_rating,away_player_4_potential,away_player_5_name,away_player_5_rating,away_player_5_potential,away_player_6_name,away_player_6_rating,away_player_6_potential,away_player_7_name,away_player_7_rating,away_player_7_potential,away_player_8_name,away_player_8_rating,away_player_8_potential,away_player_9_name,away_player_9_rating,away_player_9_potential,away_player_10_name,away_player_10_rating,away_player_10_potential,away_player_11_name,away_player_11_rating,away_player_11_potential,home_team_wins,home_team_draws,home_team_losses,away_team_wins,away_team_draws,away_team_losses
21518,21518,21518,2008/2009,1,2008-08-30 00:00:00,530023,10267,Valencia CF,8661,RCD Mallorca,3,0,0.542015507364222,0.2678446079125963,0.1901398847231817,Renan,76.0,78.0,Miguel,79.0,83.0,Raul Albiol,81.0,88.0,Alexis,78.0,85.0,Emiliano Moretti,76.0,83.0,Ruben Baraja,79.0,83.0,David Albelda,79.0,83.0,Pablo Hernandez,78.0,86.0,David Silva,85.0,90.0,Juan Mata,75.0,86.0,David Villa,86.0,93.0,Miguel Angel Moya,77.0,77.0,Jose Miguel Josemi,76.0,77.0,Ivan Ramis,74.0,76.0,Jose Carlos Nunes,75.0,76.0,Enrique Corrales,75.0,75.0,Marti Soler,75.0,79.0,Fernando Varela,75.0,78.0,Juan Arango,78.0,78.0,Jose Manuel Jurado,77.0,83.0,Oscar Trejo,74.0,80.0,Pierre Webo,76.0,77.0,,,,,,
21519,21518,21518,2008/2009,1,2008-08-31 00:00:00,530084,8371,CA Osasuna,10205,Villarreal CF,1,1,0.3278745089522796,0.2863148184478811,0.3858106725998393,Ricardo,75.0,78.0,Cesar Azpilicueta,63.0,67.0,Miguel Flano,71.0,76.0,Roversio,65.0,67.0,Nacho Monreal,68.0,73.0,Javad Nekounam,73.0,82.0,Patxi Martinez Punal,74.0,78.0,Juanfran,72.0,76.0,Jaroslav Plasil,70.0,80.0,Santiago Ezquerro,71.0,81.0,Kike Sola,68.0,71.0,Diego Lopez,78.0,82.0,Javier Venta,73.0,75.0,Diego Godin,73.0,79.0,Gonzalo Rodriguez,77.0,84.0,Joan Capdevila,80.0,83.0,Santi Cazorla,80.0,86.0,Sebastian Eguren,75.0,79.0,Marcos Senna,84.0,86.0,Ariel Ibagaza,79.0,82.0,Joseba Llorente,77.0,82.0,Guillermo Franco,78.0,79.0,,,,,,
21520,21518,21518,2008/2009,1,2008-08-31 00:00:00,530085,9783,RC Deportivo de La Coruña,8633,Real Madrid CF,2,1,0.2653530478589872,0.2802934891188007,0.4543534630222119,Daniel Aranzubia,74.0,80.0,Laure,65.0,74.0,Alberto Lopo,76.0,82.0,Filipe Luis,78.0,85.0,Ze Castro,74.0,80.0,Pablo Alvarez,69.0,78.0,Sergio,74.0,84.0,Julian de Guzman,77.0,82.0,Andres Guardado,79.0,88.0,Joan Verdu,71.0,85.0,Mista,75.0,79.0,Iker Casillas,91.0,92.0,Sergio Ramos,85.0,92.0,Pepe,84.0,86.0,Gabriel Heinze,80.0,83.0,Marcelo,75.0,83.0,Mahamadou Diarra,80.0,87.0,Jose Maria Guti,83.0,83.0,Gonzalo Higuain,77.0,87.0,Raul,82.0,89.0,Arjen Robben,84.0,86.0,Ruud van Nistelrooy,86.0,90.0,,,,,,
21521,21518,21518,2008/2009,1,2008-08-31 00:00:00,530086,8388,CD Numancia,8634,FC Barcelona,1,0,0.1403602834708655,0.2445381230312847,0.6151015934978497,Juan Pablo,71.0,74.0,Juan Ramon Cabrero Juanra,69.0,72.0,,,,Sergio Boris,70.0,72.0,Domingo Cisma,68.0,71.0,Mario Martinez,69.0,62.0,Txomin Nagore,72.0,72.0,Carlos Lorens Bellvis,72.0,74.0,Jose Javier Barkero,71.0,74.0,,,,Gorka Brit,72.0,75.0,Victor Valdes,83.0,85.0,Daniel Alves,85.0,91.0,Carles Puyol,88.0,90.0,Rafael Marquez,83.0,87.0,Eric Abidal,84.0,89.0,Xavi Hernandez,87.0,88.0,Yaya Toure,81.0,86.0,Andres Iniesta,86.0,90.0,Lionel Messi,90.0,95.0,Samuel Eto'o,86.0,90.0,Thierry Henry,85.0,91.0,,,,,,
21522,21518,21518,2008/2009,1,2008-08-31 00:00:00,530087,8696,Racing Santander,8302,Sevilla FC,1,1,0.3371101744502672,0.2821362737972282,0.3807535517525045,Tono,79.0,79.0,Pablo Pinillos,74.0,80.0,Ezequiel Garay,82.0,85.0,Ivan Marcano,56.0,68.0,Christian Fernandez,57.0,61.0,Jorge Lopez,79.0,79.0,Gonzalo Colsa,79.0,79.0,Mehdi Lacen,68.0,75.0,Oscar Serrano,74.0,73.0,Pedro Munitis,82.0,85.0,Jonathan Pereira,72.0,75.0,Andres Palop,82.0,90.0,Abdoulay Konko,76.0,78.0,Sebastien Squillaci,81.0,84.0,David Prieto,68.0,74.0,Fernando Navarro,77.0,80.0,Jesus Navas,83.0,92.0,Enzo Maresca,74.0,81.0,Romaric,80.0,85.0,Adriano,78.0,86.0,Frederic Kanoute,83.0,84.0,Luis Fabiano,86.0,86.0,,,,,,
21523,21518,21518,2008/2009,1,2008-08-31 00:00:00,530088,9869,Real Sporting de Gijón,8305,Getafe CF,1,2,0.3636301610842145,0.2882003856835834,0.348169453232202,Sergio Sanchez,67.0,66.0,Rafael Sastre,66.0,67.0,Ivan Hernandez,68.0,72.0,Jorge Garcia,70.0,73.0,Roberto Canella,64.0,69.0,Sergio Matabuena,67.0,69.0,Michel,64.0,72.0,,,,Kike Mateo,67.0,72.0,Diego Castro,64.0,69.0,David Barral,72.0,73.0,Roberto Abbondanzieri,82.0,86.0,David Cortes,74.0,76.0,Cata Diaz,80.0,85.0,Mario Alvarez,75.0,78.0,Lucas Matias Licht,76.0,80.0,Joffre David Guerron,74.0,76.0,Francisco Javier Casquero,75.0,83.0,Fabio Celestini,76.0,77.0,Jaime Gavilan,77.0,87.0,Juan Albin,75.0,81.0,Manu del Moral,74.0,82.0,,,,,,
21524,21518,21518,2008/2009,1,2008-08-31 00:00:00,530089,8603,Real Betis Balompié,8479,RC Recreativo,0,1,0.4944070570479144,0.2822770045544287,0.2233159383976569,Casto Espinosa,64.0,72.0,Juanito,79.0,83.0,Arturo Arzu,68.0,75.0,Fernando Vega,67.0,68.0,Abella Perez Damia,65.0,72.0,Mehmet Aurelio,77.0,79.0,Juande,63.0,73.0,Achille Emana,79.0,78.0,Jesus Capi,73.0,78.0,Marko Babic,69.0,86.0,Mariano Pavone,76.0,80.0,Asier Riesgo,71.0,75.0,Iago Bouzon,74.0,84.0,Nasief Morris,75.0,77.0,Cesar Arzo,73.0,80.0,Hipolito Poli,71.0,73.0,Javier Camunas,74.0,75.0,Javi Fuego,72.0,74.0,Jesus Vazquez,76.0,75.0,"Fernandez Aitor Tornavaca,29",72.0,75.0,Marco Ruben,72.0,79.0,Adrian Colunga,70.0,76.0,,,,,,
21525,21518,21518,2008/2009,1,2008-08-30 00:00:00,530090,8558,RCD Espanyol,10281,Real Valladolid,1,0,0.4862888325636187,0.2820942058841977,0.2316169615521836,Carlos Kameni,81.0,89.0,Sergio Sanchez,65.0,72.0,Daniel Jarque,77.0,81.0,,,,Gregory Beranger,70.0,73.0,Roman Martinez,68.0,74.0,Hurtado Perez Moises,74.0,78.0,Ivan de la Pena,81.0,88.0,Valdo,78.0,80.0,Raul Tamudo,81.0,86.0,Luis Garcia,78.0,83.0,Sergio Asenjo,76.0,84.0,Pedro Lopez,73.0,77.0,Luis Prieto,73.0,75.0,Jose Antonio Garcia Calvo,74.0,80.0,Alberto Rey,71.0,76.0,Angel Manuel Vivar Dorado,70.0,78.0,Alvaro Rubio,74.0,78.0,Marcos Aguirre,73.0,67.0,Borja Fernandez,73.0,79.0,Jonathan Sesma,73.0,77.0,Henok Goitom,74.0,76.0,,,,,,
21526,21518,21518,2008/2009,1,2008-08-31 00:00:00,530091,8315,Athletic Club de Bilbao,9865,UD Almería,1,3,0.4680172591061059,0.2854184317639844,0.2465643091299096,Gorka Iraizoz Moreno,76.0,79.0,Andoni Iraola,72.0,77.0,Ustaritz,69.0,71.0,Aitor Ocio,76.0,76.0,,,,Markel Susaeta,67.0,76.0,Carlos Gurpegi,74.0,74.0,Javier Martinez,70.0,73.0,Francisco Navarro Yeste,80.0,82.0,Fernando Llorente,72.0,76.0,,,,Diego Alves,81.0,84.0,Bruno Saltor,65.0,71.0,Chico,64.0,68.0,Hernan Pellerano,71.0,78.0,Mane,67.0,68.0,Juanito,72.0,79.0,Juanma Ortiz,77.0,79.0,Julio Alvarez,75.0,76.0,Corona,73.0,79.0,Pablo Piatti,70.0,79.0,Alvaro Negredo,78.0,82.0,,,,,,
21527,21518,21518,2008/2009,1,2008-08-31 00:00:00,530092,9906,Atlético Madrid,9864,Málaga CF,4,0,0.6347260513575095,0.2385310528442404,0.1267428957982501,Gregory Coupet,79.0,83.0,Giourkas Seitaridis,77.0,82.0,Johnny Heitinga,78.0,83.0,Tomas Ujfalusi,81.0,84.0,Mariano Pernia,74.0,79.0,Maxi Rodriguez,82.0,85.0,Maniche,79.0,84.0,Paulo Assuncao,78.0,80.0,Simao,84.0,88.0,Sergio Aguero,84.0,90.0,Diego Forlan,83.0,85.0,Francesco Arnau,70.0,74.0,Jesus Gamez,68.0,75.0,Iban Javier Cuadrado,67.0,72.0,Weligton,68.0,72.0,Nacho Perez,73.0,79.0,Miguel Angel,69.0,72.0,Lolo,67.0,69.0,,,,Duda,74.0,78.0,Javier Calleja,71.0,73.0,Nabil Baha,67.0,72.0,,,,,,
