id,match_api_id,match_date,home_team_api_id,away_team_api_id,away_player_8_name,away_player_8_rating,away_player_8_potential
21518,530023,2008-08-30 00:00:00,10267,8661,Juan Arango,78,78
21519,530084,2008-08-31 00:00:00,8371,10205,Marcos Senna,84,86
21520,530085,2008-08-31 00:00:00,9783,8633,Gonzalo Higuain,77,87
21521,530086,2008-08-31 00:00:00,8388,8634,Andres Iniesta,86,90
21522,530087,2008-08-31 00:00:00,8696,8302,Romaric,80,85
21523,530088,2008-08-31 00:00:00,9869,8305,Fabio Celestini,76,77
21524,530089,2008-08-31 00:00:00,8603,8479,Jesus Vazquez,76,75
21525,530090,2008-08-30 00:00:00,8558,10281,Marcos Aguirre,73,67
21526,530091,2008-08-31 00:00:00,8315,9865,Julio Alvarez,75,76
21527,530092,2008-08-31 00:00:00,9906,9864,,,
21528,530233,2008-11-09 00:00:00,8302,8479,Javi Fuego,72,74
21529,530234,2008-11-09 00:00:00,8696,9869,Luis Moran,62,68
21530,530235,2008-11-09 00:00:00,8388,8603,Abella Perez Damia,65,72
21531,530236,2008-11-09 00:00:00,9783,8558,Ferran Corominas,73,82
21532,530237,2008-11-09 00:00:00,8371,9906,Maxi Rodriguez,82,85
21533,530238,2008-11-09 00:00:00,10205,9865,Kalu Uche,77,79
21534,530239,2008-11-08 00:00:00,8633,9864,Antonio Apono,64,67
21535,530240,2008-11-08 00:00:00,8634,10281,Angel Manuel Vivar Dorado,70,78
21536,530241,2008-11-09 00:00:00,8305,10267,Ruben Baraja,79,83
21537,530242,2008-11-09 00:00:00,8661,8315,David Lopez,72,79
21538,530243,2008-11-16 00:00:00,8603,8696,Pedro Munitis,82,85
21539,530244,2008-11-15 00:00:00,10267,9869,Luis Moran,62,68
21540,530245,2008-11-16 00:00:00,8558,8388,Javier Del Pino,69,74
21541,530246,2008-11-16 00:00:00,9906,9783,Angel Lafita,75,78
21542,530247,2008-11-16 00:00:00,8315,8371,Juanfran,72,76
21543,530248,2008-11-16 00:00:00,9865,8661,Fernando Varela,75,78
21544,530249,2008-11-16 00:00:00,9864,10205,Marcos Senna,84,86
21545,530250,2008-11-15 00:00:00,10281,8633,Rafael van der Vaart,86,92
21546,530251,2008-11-16 00:00:00,8305,8302,Federico Fazio,73,83
21547,530252,2008-11-16 00:00:00,8479,8634,Xavi Hernandez,87,88
21548,530253,2008-11-23 00:00:00,8696,8558,Valdo,78,80
21549,530254,2008-11-22 00:00:00,10205,10281,Angel Manuel Vivar Dorado,70,78
21550,530255,2008-11-23 00:00:00,8634,8305,Francisco Javier Casquero,75,83
21551,530256,2008-11-22 00:00:00,8302,10267,Ruben Baraja,79,83
21552,530257,2008-11-23 00:00:00,8371,9865,Juanito,72,79
21553,530258,2008-11-23 00:00:00,9783,8315,Markel Susaeta,67,76
21554,530259,2008-11-23 00:00:00,8661,9864,Eliseu,68,69
21555,530260,2008-11-22 00:00:00,8633,8479,Javi Fuego,72,74
21556,530261,2008-11-23 00:00:00,8388,9906,Maniche,79,84
21557,530262,2008-11-23 00:00:00,9869,8603,Abella Perez Damia,65,72
21558,530263,2008-11-30 00:00:00,9865,9783,Angel Lafita,75,78
21559,530324,2008-11-30 00:00:00,8479,10205,Santi Cazorla,80,86
21560,530325,2008-11-30 00:00:00,8558,9869,,,
21561,530326,2008-11-30 00:00:00,9906,8696,Mehdi Lacen,68,75
21562,530327,2008-11-30 00:00:00,10267,8603,Abella Perez Damia,65,72
21563,530328,2008-11-30 00:00:00,10281,8661,Cleber Santana,73,81
21564,530329,2008-11-29 00:00:00,8302,8634,Seydou Keita,80,88
21565,530330,2008-11-30 00:00:00,9864,8371,Juanfran,72,76
21566,530331,2008-11-29 00:00:00,8305,8633,Jose Maria Guti,83,83
21567,530332,2008-11-30 00:00:00,8315,8388,Javier Del Pino,69,74
21568,530333,2008-12-07 00:00:00,9783,9864,Eliseu,68,69
21569,530334,2008-12-07 00:00:00,8371,10281,Pedro Leon,74,77
21570,530335,2008-12-07 00:00:00,8661,8479,Javi Fuego,72,74
21571,530336,2008-12-06 00:00:00,10205,8305,Eugen Polanski,74,83
21572,530337,2008-12-06 00:00:00,8634,10267,Joaquin,81,87
21573,530338,2008-12-07 00:00:00,8388,9865,Julio Alvarez,75,76
21574,530339,2008-12-07 00:00:00,8696,8315,David Lopez,72,79
21575,530340,2008-12-07 00:00:00,8603,8558,Francisco Rufete,73,80
21576,530341,2008-12-07 00:00:00,8633,8302,Jesus Navas,83,92
21577,530342,2008-12-06 00:00:00,9869,9906,Maniche,79,84
21578,530343,2008-12-13 00:00:00,8634,8633,Fernando Gago,79,87
