id,match_api_id,match_date,home_team_api_id,away_team_api_id,away_player_6_name,away_player_6_rating,away_player_6_potential
21518,530023,2008-08-30 00:00:00,10267,8661,Marti Soler,75,79
21519,530084,2008-08-31 00:00:00,8371,10205,Santi Cazorla,80,86
21520,530085,2008-08-31 00:00:00,9783,8633,Mahamadou Diarra,80,87
21521,530086,2008-08-31 00:00:00,8388,8634,Xavi Hernandez,87,88
21522,530087,2008-08-31 00:00:00,8696,8302,Jesus Navas,83,92
21523,530088,2008-08-31 00:00:00,9869,8305,Joffre David Guerron,74,76
21524,530089,2008-08-31 00:00:00,8603,8479,Javier Camunas,74,75
21525,530090,2008-08-30 00:00:00,8558,10281,Angel Manuel Vivar Dorado,70,78
21526,530091,2008-08-31 00:00:00,8315,9865,Juanito,72,79
21527,530092,2008-08-31 00:00:00,9906,9864,Miguel Angel,69,72
21528,530233,2008-11-09 00:00:00,8302,8479,Sisi,75,79
21529,530234,2008-11-09 00:00:00,8696,9869,Diego Camacho,72,73
21530,530235,2008-11-09 00:00:00,8388,8603,Jesus Capi,73,78
21531,530236,2008-11-09 00:00:00,9783,8558,Roman Martinez,68,74
21532,530237,2008-11-09 00:00:00,8371,9906,Raul Garcia,76,83
21533,530238,2008-11-09 00:00:00,10205,9865,Pablo Piatti,70,79
21534,530239,2008-11-08 00:00:00,8633,9864,Eliseu,68,69
21535,530240,2008-11-08 00:00:00,8634,10281,Alvaro Rubio,74,78
21536,530241,2008-11-09 00:00:00,8305,10267,Joaquin,81,87
21537,530242,2008-11-09 00:00:00,8661,8315,Pablo Orbaiz,74,74
21538,530243,2008-11-16 00:00:00,8603,8696,Gonzalo Colsa,79,79
21539,530244,2008-11-15 00:00:00,10267,9869,Michel,64,72
21540,530245,2008-11-16 00:00:00,8558,8388,Txomin Nagore,72,72
21541,530246,2008-11-16 00:00:00,9906,9783,Sergio,74,84
21542,530247,2008-11-16 00:00:00,8315,8371,Krisztian Vadocz,64,73
21543,530248,2008-11-16 00:00:00,9865,8661,Mario Suarez,72,78
21544,530249,2008-11-16 00:00:00,9864,10205,Santi Cazorla,80,86
21545,530250,2008-11-15 00:00:00,10281,8633,Javi Garcia,70,75
21546,530251,2008-11-16 00:00:00,8305,8302,Jesus Navas,83,92
21547,530252,2008-11-16 00:00:00,8479,8634,Sergio Busquets,60,70
21548,530253,2008-11-23 00:00:00,8696,8558,Angel Cervara,55,65
21549,530254,2008-11-22 00:00:00,10205,10281,Pedro Leon,74,77
21550,530255,2008-11-23 00:00:00,8634,8305,Esteban Granero,76,83
21551,530256,2008-11-22 00:00:00,8302,10267,Carlos Marchena,82,85
21552,530257,2008-11-23 00:00:00,8371,9865,,,
21553,530258,2008-11-23 00:00:00,9783,8315,Pablo Orbaiz,74,74
21554,530259,2008-11-23 00:00:00,8661,9864,Miguel Angel,69,72
21555,530260,2008-11-22 00:00:00,8633,8479,Sisi,75,79
21556,530261,2008-11-23 00:00:00,8388,9906,Maxi Rodriguez,82,85
21557,530262,2008-11-23 00:00:00,9869,8603,Mehmet Aurelio,77,79
21558,530263,2008-11-30 00:00:00,9865,9783,Antonio Tomas,68,80
21559,530324,2008-11-30 00:00:00,8479,10205,Sebastian Eguren,75,79
21560,530325,2008-11-30 00:00:00,8558,9869,Sergio Matabuena,67,69
21561,530326,2008-11-30 00:00:00,9906,8696,Pedro Munitis,82,85
21562,530327,2008-11-30 00:00:00,10267,8603,Mehmet Aurelio,77,79
21563,530328,2008-11-30 00:00:00,10281,8661,Fernando Varela,75,78
21564,530329,2008-11-29 00:00:00,8302,8634,Xavi Hernandez,87,88
