id,match_api_id,match_date,home_team_api_id,away_team_api_id,away_player_4_name,away_player_4_rating,away_player_4_potential
21518,530023,2008-08-30 00:00:00,10267,8661,Jose Carlos Nunes,75,76
21519,530084,2008-08-31 00:00:00,8371,10205,Gonzalo Rodriguez,77,84
21520,530085,2008-08-31 00:00:00,9783,8633,Gabriel Heinze,80,83
21521,530086,2008-08-31 00:00:00,8388,8634,Rafael Marquez,83,87
21522,530087,2008-08-31 00:00:00,8696,8302,David Prieto,68,74
21523,530088,2008-08-31 00:00:00,9869,8305,Mario Alvarez,75,78
21524,530089,2008-08-31 00:00:00,8603,8479,Cesar Arzo,73,80
21525,530090,2008-08-30 00:00:00,8558,10281,Jose Antonio Garcia Calvo,74,80
21526,530091,2008-08-31 00:00:00,8315,9865,Hernan Pellerano,71,78
21527,530092,2008-08-31 00:00:00,9906,9864,Weligton,68,72
21528,530233,2008-11-09 00:00:00,8302,8479,,,
21529,530234,2008-11-09 00:00:00,8696,9869,Borja Neru,69,71
21530,530235,2008-11-09 00:00:00,8388,8603,Arturo Arzu,68,75
21531,530236,2008-11-09 00:00:00,9783,8558,Nicolas Pareja,72,76
21532,530237,2008-11-09 00:00:00,8371,9906,Tomas Ujfalusi,81,84
21533,530238,2008-11-09 00:00:00,10205,9865,Hernan Pellerano,71,78
21534,530239,2008-11-08 00:00:00,8633,9864,Helder Rosario,69,69
21535,530240,2008-11-08 00:00:00,8634,10281,Jose Antonio Garcia Calvo,74,80
21536,530241,2008-11-09 00:00:00,8305,10267,Carlos Marchena,82,85
21537,530242,2008-11-09 00:00:00,8661,8315,Ustaritz,69,71
21538,530243,2008-11-16 00:00:00,8603,8696,Ivan Marcano,56,68
21539,530244,2008-11-15 00:00:00,10267,9869,Borja Neru,69,71
21540,530245,2008-11-16 00:00:00,8558,8388,Sergio Boris,70,72
21541,530246,2008-11-16 00:00:00,9906,9783,Piscu,69,78
21542,530247,2008-11-16 00:00:00,8315,8371,Miguel Flano,71,76
21543,530248,2008-11-16 00:00:00,9865,8661,David Navarro,77,79
21544,530249,2008-11-16 00:00:00,9864,10205,Diego Godin,73,79
21545,530250,2008-11-15 00:00:00,10281,8633,Gabriel Heinze,80,83
21546,530251,2008-11-16 00:00:00,8305,8302,David Prieto,68,74
