id,match_api_id,match_date,home_team_api_id,away_team_api_id,away_player_1_name,away_player_1_rating,away_player_1_potential
1729,489042,2008-08-17 00:00:00,10260,10261,Shay Given,82,84
1730,489043,2008-08-16 00:00:00,9825,8659,Scott Carson,77,84
1731,489044,2008-08-16 00:00:00,8472,8650,Pepe Reina,84,86
1732,489045,2008-08-16 00:00:00,8654,8528,Chris Kirkland,77,83
1733,489046,2008-08-17 00:00:00,10252,8456,Joe Hart,65,81
1734,489047,2008-08-16 00:00:00,8668,8655,Paul Robinson,81,85
1735,489048,2008-08-16 00:00:00,8549,8586,Heurelho Gomes,81,85
1736,489049,2008-08-16 00:00:00,8559,10194,Thomas Sorensen,74,78
1737,489050,2008-08-16 00:00:00,8667,9879,Mark Schwarzer,77,80
1738,489051,2008-08-17 00:00:00,8455,8462,David James,81,84
1739,489132,2008-10-29 00:00:00,10260,8654,Robert Green,80,80
1740,489133,2008-10-29 00:00:00,9825,8586,Heurelho Gomes,82,88
1741,489134,2008-10-29 00:00:00,8549,8456,Joe Hart,78,84
1742,489135,2008-10-29 00:00:00,8559,8668,Tim Howard,82,86
1743,489136,2008-10-29 00:00:00,8667,8455,Petr Cech,88,91
1744,489137,2008-10-29 00:00:00,10194,8472,Marton Fulop,67,75
1745,489138,2008-10-29 00:00:00,8650,8462,David James,83,84
1746,489139,2008-10-29 00:00:00,10252,8655,Paul Robinson,78,85
1747,489140,2008-10-28 00:00:00,10261,8659,Scott Carson,77,84
1748,489141,2008-10-29 00:00:00,9879,8528,Chris Kirkland,77,83
1749,489142,2008-11-01 00:00:00,10260,8667,Boaz Myhill,73,79
1750,489143,2008-11-01 00:00:00,8586,8650,Pepe Reina,84,86
1751,489144,2008-11-01 00:00:00,8668,9879,Mark Schwarzer,75,80
1752,489145,2008-11-01 00:00:00,8549,8654,Robert Green,80,80
1753,489146,2008-11-03 00:00:00,10261,10252,Brad Friedel,80,84
1754,489147,2008-11-02 00:00:00,8559,8456,Joe Hart,78,84
1755,489148,2008-11-01 00:00:00,8659,8655,Paul Robinson,78,85
1756,489149,2008-11-01 00:00:00,8462,8528,Chris Kirkland,77,83
1757,489150,2008-11-01 00:00:00,10194,9825,Manuel Almunia,79,81
1758,489151,2008-11-01 00:00:00,8455,8472,Marton Fulop,67,75
1759,489152,2008-11-08 00:00:00,9825,10260,Edwin van der Sar,85,89
1760,489153,2008-11-08 00:00:00,8650,8659,Scott Carson,77,84
1761,489154,2008-11-08 00:00:00,8472,8462,David James,83,84
1762,489155,2008-11-08 00:00:00,8654,8668,Tim Howard,82,86
1763,489156,2008-11-09 00:00:00,10252,8549,Ross Turnbull,70,73
1764,489157,2008-11-09 00:00:00,8456,8586,Heurelho Gomes,82,88
1765,489158,2008-11-09 00:00:00,8655,8455,Petr Cech,88,91
1766,489159,2008-11-09 00:00:00,9879,10261,Shay Given,83,85
1767,489160,2008-11-08 00:00:00,8667,8559,Jussi Jaaskelainen,78,81
1768,489161,2008-11-08 00:00:00,8528,10194,Thomas Sorensen,73,78
1769,489162,2008-11-15 00:00:00,10260,10194,Thomas Sorensen,73,78
1770,489163,2008-11-15 00:00:00,9825,10252,Brad Friedel,80,84
1771,489164,2008-11-15 00:00:00,8654,8462,David James,83,84
1772,489165,2008-11-16 00:00:00,8668,8549,Ross Turnbull,70,73
1773,489166,2008-11-15 00:00:00,10261,8528,Chris Kirkland,77,83
1774,489167,2008-11-15 00:00:00,8655,8472,Marton Fulop,67,75
1775,489168,2008-11-15 00:00:00,9879,8586,Heurelho Gomes,82,88
1776,489169,2008-11-15 00:00:00,8559,8650,Pepe Reina,84,86
1777,489170,2008-11-15 00:00:00,8659,8455,Carlo Cudicini,75,82
1778,489171,2008-11-16 00:00:00,8667,8456,Joe Hart,78,84
1779,489172,2008-11-22 00:00:00,8650,9879,Mark Schwarzer,75,80
1780,489173,2008-11-23 00:00:00,8472,8654,Robert Green,80,80
1781,489174,2008-11-23 00:00:00,8586,8655,Paul Robinson,78,85
1782,489175,2008-11-22 00:00:00,10252,10260,Edwin van der Sar,85,89
1783,489176,2008-11-22 00:00:00,8549,8559,Jussi Jaaskelainen,78,81
1784,489177,2008-11-22 00:00:00,8456,9825,Manuel Almunia,79,81
1785,489178,2008-11-22 00:00:00,8462,8667,Boaz Myhill,73,79
1786,489179,2008-11-22 00:00:00,10194,8659,Scott Carson,77,84
1787,489180,2008-11-24 00:00:00,8528,8668,Tim Howard,82,86
1788,489181,2008-11-22 00:00:00,8455,10261,Shay Given,83,85
1789,489182,2008-12-01 00:00:00,8650,8654,Robert Green,80,80
1790,489183,2008-11-29 00:00:00,8472,8559,Jussi Jaaskelainen,78,81
1791,489184,2008-11-30 00:00:00,8586,8668,Tim Howard,82,86
1792,489185,2008-11-29 00:00:00,10252,9879,Mark Schwarzer,75,80
1793,489186,2008-11-29 00:00:00,8549,10261,Shay Given,83,85
1794,489187,2008-11-30 00:00:00,8456,10260,Edwin van der Sar,85,89
1795,489188,2008-11-30 00:00:00,8462,8655,Paul Robinson,78,85
1796,489189,2008-11-29 00:00:00,10194,8667,Boaz Myhill,73,79
1797,489190,2008-11-29 00:00:00,8528,8659,Scott Carson,77,84
