id,match_api_id,match_date,home_team_api_id,away_team_api_id,home_player_2_name,home_player_2_overall_rating,home_player_2_potential,home_player_2_preferred_foot,home_player_2_attacking_work_rate,home_player_2_defensive_work_rate,home_player_2_crossing,home_player_2_finishing,home_player_2_heading_accuracy,home_player_2_short_passing,home_player_2_volleys,home_player_2_dribbling,home_player_2_curve,home_player_2_free_kick_accuracy,home_player_2_long_passing,home_player_2_ball_control,home_player_2_acceleration,home_player_2_sprint_speed,home_player_2_agility,home_player_2_reactions,home_player_2_balance,home_player_2_shot_power,home_player_2_jumping,home_player_2_stamina,home_player_2_strength,home_player_2_long_shots,home_player_2_aggression,home_player_2_interceptions,home_player_2_positioning,home_player_2_vision,home_player_2_penalties,home_player_2_marking,home_player_2_standing_tackle,home_player_2_sliding_tackle,home_player_2_gk_diving,home_player_2_gk_handling,home_player_2_gk_kicking,home_player_2_gk_positioning,home_player_2_gk_reflexes
1729,489042,2008-08-17 00:00:00,10260,10261,Wes Brown,79,80,right,medium,high,49,23,79,65,31,45,41,24,60,70,75,77,51,75,67,43,81,81,81,29,79,78,82,58,73,80,80,85,7,23,60,23,23
1730,489043,2008-08-16 00:00:00,9825,8659,Bacary Sagna,76,84,right,medium,high,71,43,69,69,55,75,65,46,63,73,83,84,81,72,73,68,78,79,81,56,79,71,75,72,72,79,78,85,8,21,63,21,21
1731,489044,2008-08-16 00:00:00,8472,8650,Pascal Chimbonda,80,82,right,medium,medium,73,39,87,71,50,78,58,42,68,73,83,86,65,71,64,50,86,81,84,61,76,70,77,65,80,79,82,81,5,25,68,25,25
1732,489045,2008-08-16 00:00:00,8654,8528,Valon Behrami,79,89,right,high,high,75,79,78,74,74,76,76,69,69,84,82,86,82,75,60,77,74,83,82,77,79,77,79,75,73,66,71,69,6,21,69,21,21
1733,489046,2008-08-17 00:00:00,10252,8456,Luke Young,74,78,right,medium,high,69,40,70,73,65,59,43,18,65,70,70,74,59,78,76,64,73,85,70,35,80,79,79,57,74,73,75,81,9,20,65,20,20
1734,489047,2008-08-16 00:00:00,8668,8655,Philip Neville,78,78,right,medium,high,75,36,81,84,63,59,45,21,54,76,68,77,62,70,76,62,71,89,56,65,85,77,79,77,71,82,85,72,14,21,54,21,21
1735,489048,2008-08-16 00:00:00,8549,8586,David Wheater,63,75,right,medium,medium,37,54,68,65,54,55,41,57,65,69,65,66,52,48,73,41,76,74,47,34,70,68,65,57,65,69,49,64,11,22,65,22,22
1736,489049,2008-08-16 00:00:00,8559,10194,Gretar Rafn Steinsson,68,73,right,medium,medium,69,33,65,59,59,72,63,55,66,65,65,64,53,58,68,57,68,70,68,55,86,90,78,78,50,73,71,82,12,20,66,20,20
1737,489050,2008-08-16 00:00:00,8667,9879,Samuel Ricketts,68,79,right,medium,medium,69,33,60,61,45,54,41,41,48,62,66,69,62,59,63,35,70,72,72,38,53,59,69,58,62,71,73,76,9,25,48,25,25
1738,489051,2008-08-17 00:00:00,8455,8462,Jose Bosingwa,77,80,right,high,medium,62,47,43,73,57,67,59,42,68,74,92,91,75,76,77,73,67,85,80,62,72,75,74,75,77,77,77,87,8,21,68,21,21
1739,489132,2008-10-29 00:00:00,10260,8654,Rafael,64,77,left,medium,low,51,70,51,67,61,67,79,79,62,69,62,78,72,76,79,68,50,40,61,74,45,28,60,65,73,39,49,51,16,9,16,8,13
1740,489133,2008-10-29 00:00:00,9825,8586,Bacary Sagna,82,84,right,medium,high,87,43,74,78,55,78,65,46,69,79,83,84,81,76,73,68,78,89,81,56,82,78,82,72,75,81,82,85,8,21,69,21,21
1741,489134,2008-10-29 00:00:00,8549,8456,David Wheater,77,83,right,medium,medium,30,45,88,59,54,25,41,27,52,59,63,66,52,69,73,41,76,74,84,28,87,71,70,57,55,73,84,64,11,22,52,22,22
1742,489135,2008-10-29 00:00:00,8559,8668,Gretar Rafn Steinsson,75,75,right,medium,medium,72,33,73,62,59,60,63,55,74,65,65,64,53,75,68,57,68,77,72,56,86,85,79,78,55,77,76,82,12,20,74,20,20
1743,489136,2008-10-29 00:00:00,8667,8455,Paul McShane,70,79,right,medium,high,37,33,71,61,56,40,35,35,50,58,60,70,47,61,65,47,75,77,70,35,80,64,68,49,58,72,73,69,5,21,50,21,21
1744,489137,2008-10-29 00:00:00,10194,8472,Andy Griffin,67,74,right,medium,medium,65,37,67,62,30,45,43,25,57,57,60,62,65,61,66,55,72,70,63,36,80,68,72,52,57,67,72,65,12,20,57,20,20
