id,match_api_id,match_date,home_team_api_id,away_team_api_id,home_player_5_name,home_player_5_overall_rating,home_player_5_potential,home_player_5_preferred_foot,home_player_5_attacking_work_rate,home_player_5_defensive_work_rate,home_player_5_crossing,home_player_5_finishing,home_player_5_heading_accuracy,home_player_5_short_passing,home_player_5_volleys,home_player_5_dribbling,home_player_5_curve,home_player_5_free_kick_accuracy,home_player_5_long_passing,home_player_5_ball_control,home_player_5_acceleration,home_player_5_sprint_speed,home_player_5_agility,home_player_5_reactions,home_player_5_balance,home_player_5_shot_power,home_player_5_jumping,home_player_5_stamina,home_player_5_strength,home_player_5_long_shots,home_player_5_aggression,home_player_5_interceptions,home_player_5_positioning,home_player_5_vision,home_player_5_penalties,home_player_5_marking,home_player_5_standing_tackle,home_player_5_sliding_tackle,home_player_5_gk_diving,home_player_5_gk_handling,home_player_5_gk_kicking,home_player_5_gk_positioning,home_player_5_gk_reflexes
1729,489042,2008-08-17 00:00:00,10260,10261,Patrice Evra,78,84,left,high,medium,75,51,70,76,53,77,77,42,82,80,90,91,84,79,80,74,86,84,74,60,71,74,79,76,73,79,78,91,13,20,82,20,20
1730,489043,2008-08-16 00:00:00,9825,8659,Gael Clichy,77,83,left,high,medium,77,33,69,71,58,78,63,37,67,76,90,88,82,82,77,51,71,91,71,38,69,74,75,70,73,78,79,83,4,25,67,25,25
1731,489044,2008-08-16 00:00:00,8472,8650,Phil Bardsley,66,75,right,high,high,50,28,67,46,42,31,46,33,37,60,66,65,52,70,67,54,68,70,69,26,76,64,65,59,64,70,70,78,8,21,37,21,21
1732,489045,2008-08-16 00:00:00,8654,8528,Lucas Neill,77,81,right,medium,high,65,26,78,67,46,54,56,47,55,68,73,79,77,76,80,48,77,85,83,56,86,76,78,70,70,80,78,78,12,20,55,20,20
1733,489046,2008-08-17 00:00:00,10252,8456,Nicky Shorey,77,82,left,medium,medium,80,58,71,77,47,61,53,69,76,71,79,78,59,83,82,61,74,84,78,58,67,78,78,67,71,79,77,75,13,21,76,21,21
1734,489047,2008-08-16 00:00:00,8668,8655,Nuno Valente,72,78,left,,_0,74,50,64,74,,59,,56,70,75,65,65,,75,,74,,72,70,60,69,60,74,,67,71,70,,13,20,70,20,20
1735,489048,2008-08-16 00:00:00,8549,8586,Andrew Taylor,66,75,left,low,medium,50,33,64,59,41,47,35,26,55,61,73,69,60,65,65,40,70,75,61,31,67,65,67,54,60,68,69,76,11,21,55,21,21
1736,489049,2008-08-16 00:00:00,8559,10194,Jlloyd Samuel,71,76,left,,_0,63,46,68,68,56,63,63,52,47,67,77,79,68,72,68,53,74,77,66,51,66,75,74,54,66,73,74,72,12,20,47,20,20
1737,489050,2008-08-16 00:00:00,8667,9879,Andrew Dawson,55,65,left,medium,medium,56,56,52,43,45,37,42,63,28,42,59,60,59,55,67,41,74,62,63,57,61,50,47,53,54,59,61,75,14,23,28,23,23
1738,489051,2008-08-17 00:00:00,8455,8462,Ashley Cole,78,84,left,high,medium,82,45,69,74,63,77,68,37,63,79,86,87,83,81,73,43,77,86,76,37,69,80,83,73,78,79,79,92,7,23,63,23,23
