id,match_api_id,match_date,home_team_api_id,away_team_api_id,home_player_1_name,home_player_1_overall_rating,home_player_1_potential,home_player_1_preferred_foot,home_player_1_attacking_work_rate,home_player_1_defensive_work_rate,home_player_1_crossing,home_player_1_finishing,home_player_1_heading_accuracy,home_player_1_short_passing,home_player_1_volleys,home_player_1_dribbling,home_player_1_curve,home_player_1_free_kick_accuracy,home_player_1_long_passing,home_player_1_ball_control,home_player_1_acceleration,home_player_1_sprint_speed,home_player_1_agility,home_player_1_reactions,home_player_1_balance,home_player_1_shot_power,home_player_1_jumping,home_player_1_stamina,home_player_1_strength,home_player_1_long_shots,home_player_1_aggression,home_player_1_interceptions,home_player_1_positioning,home_player_1_vision,home_player_1_penalties,home_player_1_marking,home_player_1_standing_tackle,home_player_1_sliding_tackle,home_player_1_gk_diving,home_player_1_gk_handling,home_player_1_gk_kicking,home_player_1_gk_positioning,home_player_1_gk_reflexes
1729,489042,2008-08-17 00:00:00,10260,10261,Edwin van der Sar,85,88,right,y,es,20,20,20,27,12,20,12,11,85,22,52,51,57,76,51,29,60,73,76,20,77,78,64,40,73,20,33,11,83,87,85,90,81
1730,489043,2008-08-16 00:00:00,9825,8659,Manuel Almunia,75,78,right,medium,medium,22,22,22,22,10,22,11,19,77,22,52,54,48,64,60,25,75,53,78,22,44,62,55,25,58,22,37,18,70,78,77,69,81
1731,489044,2008-08-16 00:00:00,8472,8650,Craig Gordon,78,85,left,medium,medium,22,21,21,21,9,21,9,17,74,23,21,32,57,74,53,26,75,75,63,21,21,57,32,54,47,22,23,25,78,80,74,78,85
1732,489045,2008-08-16 00:00:00,8654,8528,Robert Green,77,80,right,medium,medium,20,20,20,25,11,20,15,18,78,20,54,45,43,56,61,25,76,65,72,20,56,66,62,50,69,21,22,21,77,75,78,75,81
1733,489046,2008-08-17 00:00:00,10252,8456,Brad Friedel,82,84,right,medium,medium,23,23,23,24,10,23,18,19,78,22,32,53,45,69,58,22,50,65,74,23,63,65,64,63,67,23,23,11,83,82,78,79,84
1734,489047,2008-08-16 00:00:00,8668,8655,Tim Howard,79,81,right,medium,medium,20,24,20,23,21,21,9,17,69,20,53,48,48,68,79,25,75,63,70,20,45,61,51,66,58,21,22,9,80,77,69,78,84
1735,489048,2008-08-16 00:00:00,8549,8586,Bradley Jones,72,78,right,None,0,22,22,21,27,23,22,12,20,68,21,55,52,53,55,56,23,70,63,70,22,67,69,66,45,55,21,25,22,75,71,68,67,74
1736,489049,2008-08-16 00:00:00,8559,10194,Jussi Jaaskelainen,79,81,right,medium,medium,22,22,25,25,9,22,12,15,78,23,50,52,43,44,54,26,67,68,72,22,44,75,58,70,70,22,24,11,78,80,78,78,83
1737,489050,2008-08-16 00:00:00,8667,9879,Boaz Myhill,68,79,right,medium,medium,21,20,26,27,21,30,8,11,67,34,30,46,60,60,56,26,72,72,71,20,40,75,42,60,49,26,24,45,75,65,67,63,65
1738,489051,2008-08-17 00:00:00,8455,8462,Petr Cech,89,91,left,medium,medium,20,20,20,25,17,20,9,19,84,24,53,54,49,83,60,21,79,48,74,20,67,77,50,45,77,20,28,12,91,90,84,88,92
1739,489132,2008-10-29 00:00:00,10260,8654,Tomasz Kuszczak,75,80,right,medium,medium,20,20,20,35,15,25,12,12,55,26,50,53,52,71,55,25,69,68,60,23,62,58,61,63,60,23,25,8,82,71,55,70,83
1740,489133,2008-10-29 00:00:00,9825,8586,Manuel Almunia,79,81,right,medium,medium,22,22,22,22,10,22,11,19,77,22,40,44,48,69,60,25,75,63,78,22,34,52,45,25,28,22,37,18,86,74,77,71,84
1741,489134,2008-10-29 00:00:00,8549,8456,Ross Turnbull,70,73,right,medium,medium,21,21,21,27,13,30,11,22,65,26,37,28,43,66,38,27,58,67,54,22,52,50,46,44,55,24,21,9,77,63,65,64,75
1742,489135,2008-10-29 00:00:00,8559,8668,Jussi Jaaskelainen,78,81,right,medium,medium,22,22,25,25,9,22,12,15,78,23,50,52,43,44,54,26,67,68,72,22,44,75,58,70,70,22,24,11,78,80,78,78,83
1743,489136,2008-10-29 00:00:00,8667,8455,Boaz Myhill,73,79,right,medium,medium,21,20,26,27,21,30,8,11,72,34,40,56,60,75,56,26,72,72,71,20,40,75,42,60,49,26,24,45,79,68,72,65,77
1744,489137,2008-10-29 00:00:00,10194,8472,Thomas Sorensen,73,78,right,medium,medium,22,22,24,25,22,21,14,23,70,22,51,52,65,71,74,23,78,64,70,22,64,62,53,51,71,22,29,8,77,72,70,71,76
1745,489138,2008-10-29 00:00:00,8650,8462,Pepe Reina,84,86,right,medium,medium,21,21,21,21,11,21,11,18,90,23,60,66,50,78,49,29,75,65,74,21,69,77,51,53,72,21,29,8,84,80,90,82,88
1746,489139,2008-10-29 00:00:00,10252,8655,Brad Friedel,80,84,right,medium,medium,23,23,23,24,10,23,18,19,76,22,32,53,45,69,58,22,50,65,74,23,63,65,64,63,67,23,23,11,82,86,76,81,81
1747,489140,2008-10-28 00:00:00,10261,8659,Shay Given,83,85,right,medium,medium,21,21,21,21,19,21,19,13,76,21,54,52,45,67,67,21,79,68,63,21,76,74,51,62,77,21,21,8,86,83,76,82,88
1748,489141,2008-10-29 00:00:00,9879,8528,Mark Schwarzer,75,80,right,medium,medium,21,21,21,23,16,21,9,10,70,21,45,54,36,69,56,28,57,60,70,21,72,68,52,52,76,21,21,19,78,78,70,76,75
1749,489142,2008-11-01 00:00:00,10260,8667,Edwin van der Sar,85,89,right,y,es,20,20,20,27,12,20,12,11,85,22,32,41,57,68,51,29,60,63,76,20,57,78,55,40,43,20,33,11,88,86,85,88,84
