id,match_api_id,match_date,home_team_api_id,away_team_api_id,away_player_11_name,away_player_11_rating,away_player_11_potential
1729,489042,2008-08-17 00:00:00,10260,10261,Obafemi Martins,83,85
1730,489043,2008-08-16 00:00:00,9825,8659,Ishmael Miller,,
1731,489044,2008-08-16 00:00:00,8472,8650,Fernando Torres,87,90
1732,489045,2008-08-16 00:00:00,8654,8528,Emile Heskey,77,78
1733,489046,2008-08-17 00:00:00,10252,8456,Ched Evans,58,70
1734,489047,2008-08-16 00:00:00,8668,8655,Roque Santa Cruz,79,82
1735,489048,2008-08-16 00:00:00,8549,8586,Darren Bent,85,85
1736,489049,2008-08-16 00:00:00,8559,10194,Mamady Sidibe,67,68
1737,489050,2008-08-16 00:00:00,8667,9879,Bobby Zamora,76,80
1738,489051,2008-08-17 00:00:00,8455,8462,Peter Crouch,76,80
1739,489132,2008-10-29 00:00:00,10260,8654,Matthew Etherington,74,79
1740,489133,2008-10-29 00:00:00,9825,8586,Roman Pavlyuchenko,81,87
1741,489134,2008-10-29 00:00:00,8549,8456,Daniel Sturridge,70,78
1742,489135,2008-10-29 00:00:00,8559,8668,Louis Saha,80,85
1743,489136,2008-10-29 00:00:00,8667,8455,Nicolas Anelka,83,89
1744,489137,2008-10-29 00:00:00,10194,8472,Djibril Cisse,78,84
1745,489138,2008-10-29 00:00:00,8650,8462,Peter Crouch,76,80
1746,489139,2008-10-29 00:00:00,10252,8655,"Bennedict McCarthy,27",79,85
1747,489140,2008-10-28 00:00:00,10261,8659,Roman Bednar,70,77
1748,489141,2008-10-29 00:00:00,9879,8528,Amr Zaki,71,78
1749,489142,2008-11-01 00:00:00,10260,8667,"Daniel Cousin,20",76,82
1750,489143,2008-11-01 00:00:00,8586,8650,Robbie Keane,83,84
1751,489144,2008-11-01 00:00:00,8668,9879,Andrew Johnson,80,85
1752,489145,2008-11-01 00:00:00,8549,8654,Freddie Sears,66,81
1753,489146,2008-11-03 00:00:00,10261,10252,Gabriel Agbonlahor,81,86
1754,489147,2008-11-02 00:00:00,8559,8456,Robinho,85,90
1755,489148,2008-11-01 00:00:00,8659,8655,"Bennedict McCarthy,27",79,85
1756,489149,2008-11-01 00:00:00,8462,8528,Amr Zaki,71,78
1757,489150,2008-11-01 00:00:00,10194,9825,Nicklas Bendtner,77,81
1758,489151,2008-11-01 00:00:00,8455,8472,Kenwyne Jones,77,81
1759,489152,2008-11-08 00:00:00,9825,10260,Dimitar Berbatov,86,87
1760,489153,2008-11-08 00:00:00,8650,8659,Ishmael Miller,68,78
1761,489154,2008-11-08 00:00:00,8472,8462,Jermain Defoe,81,84
1762,489155,2008-11-08 00:00:00,8654,8668,Victor Anichebe,73,82
1763,489156,2008-11-09 00:00:00,10252,8549,"Afonso Alves,24",83,88
1764,489157,2008-11-09 00:00:00,8456,8586,Darren Bent,79,85
1765,489158,2008-11-09 00:00:00,8655,8455,Florent Malouda,83,88
1766,489159,2008-11-09 00:00:00,9879,10261,Shola Ameobi,71,79
1767,489160,2008-11-08 00:00:00,8667,8559,Johan Elmander,78,87
1768,489161,2008-11-08 00:00:00,8528,10194,Mamady Sidibe,67,68
1769,489162,2008-11-15 00:00:00,10260,10194,Mamady Sidibe,67,68
1770,489163,2008-11-15 00:00:00,9825,10252,Gabriel Agbonlahor,81,86
1771,489164,2008-11-15 00:00:00,8654,8462,Jermain Defoe,81,84
1772,489165,2008-11-16 00:00:00,8668,8549,Tuncay Sanli,78,81
1773,489166,2008-11-15 00:00:00,10261,8528,Henri Camara,71,80
1774,489167,2008-11-15 00:00:00,8655,8472,Kenwyne Jones,77,81
1775,489168,2008-11-15 00:00:00,9879,8586,Darren Bent,79,85
1776,489169,2008-11-15 00:00:00,8559,8650,Robbie Keane,83,84
1777,489170,2008-11-15 00:00:00,8659,8455,Florent Malouda,83,88
1778,489171,2008-11-16 00:00:00,8667,8456,Robinho,85,90
1779,489172,2008-11-22 00:00:00,8650,9879,Bobby Zamora,73,80
1780,489173,2008-11-23 00:00:00,8472,8654,Craig Bellamy,78,81
1781,489174,2008-11-23 00:00:00,8586,8655,Roque Santa Cruz,83,83
1782,489175,2008-11-22 00:00:00,10252,10260,Wayne Rooney,87,91
1783,489176,2008-11-22 00:00:00,8549,8559,Johan Elmander,78,87
1784,489177,2008-11-22 00:00:00,8456,9825,Nicklas Bendtner,77,81
1785,489178,2008-11-22 00:00:00,8462,8667,"Daniel Cousin,20",76,82
1786,489179,2008-11-22 00:00:00,10194,8659,Ishmael Miller,68,78
1787,489180,2008-11-24 00:00:00,8528,8668,Aiyegbeni Yakubu,84,87
1788,489181,2008-11-22 00:00:00,8455,10261,Michael Owen,81,89
1789,489182,2008-12-01 00:00:00,8650,8654,Carlton Cole,72,77
1790,489183,2008-11-29 00:00:00,8472,8559,Johan Elmander,78,87
1791,489184,2008-11-30 00:00:00,8586,8668,Aiyegbeni Yakubu,84,87
1792,489185,2008-11-29 00:00:00,10252,9879,Bobby Zamora,73,80
1793,489186,2008-11-29 00:00:00,8549,10261,Michael Owen,81,89
1794,489187,2008-11-30 00:00:00,8456,10260,Dimitar Berbatov,86,87
1795,489188,2008-11-30 00:00:00,8462,8655,Roque Santa Cruz,83,83
1796,489189,2008-11-29 00:00:00,10194,8667,Marlon King,74,76
1797,489190,2008-11-29 00:00:00,8528,8659,Ishmael Miller,68,78
1798,489191,2008-11-30 00:00:00,8455,9825,Robin van Persie,85,88
