id,match_api_id,match_date,home_team_api_id,away_team_api_id,away_player_5_name,away_player_5_rating,away_player_5_potential
1729,489042,2008-08-17 00:00:00,10260,10261,Charles N'Zogbia,76,80
1730,489043,2008-08-16 00:00:00,9825,8659,Paul Robinson,69,70
1731,489044,2008-08-16 00:00:00,8472,8650,Andrea Dossena,60,60
1732,489045,2008-08-16 00:00:00,8654,8528,Paul Scharner,74,78
1733,489046,2008-08-17 00:00:00,10252,8456,Javier Garrido,73,75
1734,489047,2008-08-16 00:00:00,8668,8655,Stephen Warnock,74,78
1735,489048,2008-08-16 00:00:00,8549,8586,Benoit Assou-Ekotto,72,78
1736,489049,2008-08-16 00:00:00,8559,10194,Andy Griffin,68,74
1737,489050,2008-08-16 00:00:00,8667,9879,Paul Konchesky,74,78
1738,489051,2008-08-17 00:00:00,8455,8462,Hermann Hreidarsson,74,75
1739,489132,2008-10-29 00:00:00,10260,8654,Herita Ilunga,72,80
1740,489133,2008-10-29 00:00:00,9825,8586,Benoit Assou-Ekotto,71,78
1741,489134,2008-10-29 00:00:00,8549,8456,Nedum Onuoha,71,83
1742,489135,2008-10-29 00:00:00,8559,8668,Joleon Lescott,82,88
1743,489136,2008-10-29 00:00:00,8667,8455,Ashley Cole,83,84
1744,489137,2008-10-29 00:00:00,10194,8472,George McCartney,71,76
1745,489138,2008-10-29 00:00:00,8650,8462,Nadir Belhadj,73,82
1746,489139,2008-10-29 00:00:00,10252,8655,Andre Ooijer,74,78
1747,489140,2008-10-28 00:00:00,10261,8659,Paul Robinson,69,70
1748,489141,2008-10-29 00:00:00,9879,8528,Wilson Palacios,75,80
1749,489142,2008-11-01 00:00:00,10260,8667,Andrew Dawson,67,67
1750,489143,2008-11-01 00:00:00,8586,8650,Andrea Dossena,78,83
1751,489144,2008-11-01 00:00:00,8668,9879,Paul Konchesky,72,78
1752,489145,2008-11-01 00:00:00,8549,8654,Herita Ilunga,72,80
1753,489146,2008-11-03 00:00:00,10261,10252,Nicky Shorey,75,82
1754,489147,2008-11-02 00:00:00,8559,8456,Micah Richards,82,87
1755,489148,2008-11-01 00:00:00,8659,8655,Martin Olsson,58,78
1756,489149,2008-11-01 00:00:00,8462,8528,Maynor Figueroa,69,75
1757,489150,2008-11-01 00:00:00,10194,9825,Gael Clichy,83,87
1758,489151,2008-11-01 00:00:00,8455,8472,George McCartney,71,76
1759,489152,2008-11-08 00:00:00,9825,10260,Patrice Evra,84,84
1760,489153,2008-11-08 00:00:00,8650,8659,Paul Robinson,69,70
1761,489154,2008-11-08 00:00:00,8472,8462,Noe Pamarot,72,78
1762,489155,2008-11-08 00:00:00,8654,8668,Joleon Lescott,82,88
1763,489156,2008-11-09 00:00:00,10252,8549,Andrew Taylor,69,75
1764,489157,2008-11-09 00:00:00,8456,8586,Benoit Assou-Ekotto,71,78
1765,489158,2008-11-09 00:00:00,8655,8455,Wayne Bridge,77,80
1766,489159,2008-11-09 00:00:00,9879,10261,Jose Enrique,73,82
1767,489160,2008-11-08 00:00:00,8667,8559,Jlloyd Samuel,69,76
1768,489161,2008-11-08 00:00:00,8528,10194,Danny Higginbotham,72,74
1769,489162,2008-11-15 00:00:00,10260,10194,Danny Higginbotham,72,74
1770,489163,2008-11-15 00:00:00,9825,10252,Luke Young,74,78
1771,489164,2008-11-15 00:00:00,8654,8462,Noe Pamarot,72,78
1772,489165,2008-11-16 00:00:00,8668,8549,Andrew Taylor,69,75
1773,489166,2008-11-15 00:00:00,10261,8528,Maynor Figueroa,69,75
1774,489167,2008-11-15 00:00:00,8655,8472,Danny Collins,71,75
1775,489168,2008-11-15 00:00:00,9879,8586,Gareth Bale,77,86
1776,489169,2008-11-15 00:00:00,8559,8650,Fabio Aurelio,76,80
1777,489170,2008-11-15 00:00:00,8659,8455,Wayne Bridge,77,80
1778,489171,2008-11-16 00:00:00,8667,8456,Javier Garrido,73,75
1779,489172,2008-11-22 00:00:00,8650,9879,Paul Konchesky,72,78
1780,489173,2008-11-23 00:00:00,8472,8654,Herita Ilunga,72,80
1781,489174,2008-11-23 00:00:00,8586,8655,Martin Olsson,58,78
1782,489175,2008-11-22 00:00:00,10252,10260,Patrice Evra,84,84
1783,489176,2008-11-22 00:00:00,8549,8559,Jlloyd Samuel,69,76
1784,489177,2008-11-22 00:00:00,8456,9825,Gael Clichy,83,87
1785,489178,2008-11-22 00:00:00,8462,8667,Samuel Ricketts,69,79
1786,489179,2008-11-22 00:00:00,10194,8659,Paul Robinson,69,70
1787,489180,2008-11-24 00:00:00,8528,8668,Joleon Lescott,82,88
1788,489181,2008-11-22 00:00:00,8455,10261,Jose Enrique,73,82
1789,489182,2008-12-01 00:00:00,8650,8654,Herita Ilunga,72,80
1790,489183,2008-11-29 00:00:00,8472,8559,Jlloyd Samuel,69,76
1791,489184,2008-11-30 00:00:00,8586,8668,Joleon Lescott,82,88
1792,489185,2008-11-29 00:00:00,10252,9879,Paul Konchesky,72,78
1793,489186,2008-11-29 00:00:00,8549,10261,Jose Enrique,73,82
1794,489187,2008-11-30 00:00:00,8456,10260,Patrice Evra,84,84
1795,489188,2008-11-30 00:00:00,8462,8655,Stephen Warnock,77,83
1796,489189,2008-11-29 00:00:00,10194,8667,Samuel Ricketts,69,79
1797,489190,2008-11-29 00:00:00,8528,8659,Paul Robinson,69,70
1798,489191,2008-11-30 00:00:00,8455,9825,Gael Clichy,83,87
1799,489192,2008-12-06 00:00:00,10260,8472,Phil Bardsley,71,73
1800,489193,2008-12-06 00:00:00,9825,8528,Maynor Figueroa,69,75
1801,489194,2008-12-08 00:00:00,8654,8586,Benoit Assou-Ekotto,71,78
1802,489195,2008-12-07 00:00:00,8668,10252,Luke Young,74,78
1803,489196,2008-12-06 00:00:00,10261,10194,Danny Higginbotham,72,74
1804,489197,2008-12-06 00:00:00,8655,8650,Emiliano Insua,73,82
1805,489198,2008-12-06 00:00:00,9879,8456,Michael Ball,73,69
1806,489199,2008-12-06 00:00:00,8559,8455,Ashley Cole,83,84
1807,489200,2008-12-07 00:00:00,8659,8462,Noe Pamarot,72,78
1808,489201,2008-12-06 00:00:00,8667,8549,Andrew Taylor,69,75
1809,489202,2008-12-13 00:00:00,8650,8667,Samuel Ricketts,69,79
1810,489203,2008-12-13 00:00:00,8472,8659,Paul Robinson,69,70
1811,489204,2008-12-13 00:00:00,8586,10260,John O'Shea,76,79
1812,489205,2008-12-13 00:00:00,10252,8559,Jlloyd Samuel,69,76
1813,489206,2008-12-13 00:00:00,8549,9825,Gael Clichy,83,87
1814,489207,2008-12-13 00:00:00,8456,8668,Joleon Lescott,82,88
1815,489208,2008-12-14 00:00:00,8462,10261,Jose Enrique,73,82
1816,489209,2008-12-13 00:00:00,10194,9879,Paul Konchesky,72,78
1817,489210,2008-12-13 00:00:00,8528,8655,Stephen Warnock,77,83
1818,489211,2008-12-14 00:00:00,8455,8654,Herita Ilunga,72,80
1819,489212,2009-01-14 00:00:00,10260,8528,Maynor Figueroa,69,75
1820,489213,2008-12-21 00:00:00,9825,8650,Emiliano Insua,73,82
1821,489214,2008-12-20 00:00:00,8654,10252,Luke Young,74,78
1822,489215,2008-12-22 00:00:00,8668,8455,Ashley Cole,83,84
1823,489216,2008-12-21 00:00:00,10261,8586,Benoit Assou-Ekotto,71,78
1824,489217,2008-12-20 00:00:00,8655,10194,Danny Higginbotham,72,74
1825,489218,2008-12-20 00:00:00,9879,8549,Emanuel Pogatetz,72,78
1826,489219,2008-12-20 00:00:00,8559,8462,Hermann Hreidarsson,72,75
1827,489220,2008-12-21 00:00:00,8659,8456,Michael Ball,73,69
1828,489221,2008-12-20 00:00:00,8667,8472,Danny Collins,71,75
1829,489222,2008-12-26 00:00:00,8650,8559,Jlloyd Samuel,69,76
1830,489224,2008-12-26 00:00:00,8472,8655,Stephen Warnock,77,83
1831,489225,2008-12-26 00:00:00,8586,9879,Paul Konchesky,72,78
1832,489226,2008-12-26 00:00:00,10252,9825,Mikael Silvestre,76,81
1833,489227,2008-12-26 00:00:00,8549,8668,Leighton Baines,76,82
1834,489228,2008-12-26 00:00:00,8456,8667,Paul McShane,70,79
1835,489229,2008-12-26 00:00:00,8462,8654,Herita Ilunga,72,80
