id,match_api_id,match_date,home_team_api_id,away_team_api_id,away_player_9_name,away_player_9_rating,away_player_9_potential
1729,489042,2008-08-17 00:00:00,10260,10261,Jonas Gutierrez,75,77
1730,489043,2008-08-16 00:00:00,9825,8659,James Morrison,72,78
1731,489044,2008-08-16 00:00:00,8472,8650,Yossi Benayoun,80,80
1732,489045,2008-08-16 00:00:00,8654,8528,Olivier Kapo,79,82
1733,489046,2008-08-17 00:00:00,10252,8456,,,
1734,489047,2008-08-16 00:00:00,8668,8655,Steven Reid,77,79
1735,489048,2008-08-16 00:00:00,8549,8586,David Bentley,83,82
1736,489049,2008-08-16 00:00:00,8559,10194,Richard Cresswell,69,70
1737,489050,2008-08-16 00:00:00,8667,9879,Zoltan Gera,77,84
1738,489051,2008-08-17 00:00:00,8455,8462,Niko Kranjcar,79,82
1739,489132,2008-10-29 00:00:00,10260,8654,David Di Michele,76,81
1740,489133,2008-10-29 00:00:00,9825,8586,Tom Huddlestone,77,85
1741,489134,2008-10-29 00:00:00,8549,8456,Elano,83,85
1742,489135,2008-10-29 00:00:00,8559,8668,Steven Pienaar,77,80
1743,489136,2008-10-29 00:00:00,8667,8455,Joe Cole,84,87
1744,489137,2008-10-29 00:00:00,10194,8472,Kieran Richardson,76,78
1745,489138,2008-10-29 00:00:00,8650,8462,Lassana Diarra,81,82
1746,489139,2008-10-29 00:00:00,10252,8655,Morten Gamst Pedersen,80,84
1747,489140,2008-10-28 00:00:00,10261,8659,James Morrison,68,78
1748,489141,2008-10-29 00:00:00,9879,8528,Antonio Valencia,78,80
1749,489142,2008-11-01 00:00:00,10260,8667,Geovanni,75,82
1750,489143,2008-11-01 00:00:00,8586,8650,Xabi Alonso,82,87
1751,489144,2008-11-01 00:00:00,8668,9879,Zoltan Gera,75,84
1752,489145,2008-11-01 00:00:00,8549,8654,Luis Boa Morte,75,82
1753,489146,2008-11-03 00:00:00,10261,10252,Ashley Young,83,87
1754,489147,2008-11-02 00:00:00,8559,8456,Shaun Wright-Phillips,81,84
1755,489148,2008-11-01 00:00:00,8659,8655,Stephen Warnock,77,83
1756,489149,2008-11-01 00:00:00,8462,8528,Jason Koumas,75,64
1757,489150,2008-11-01 00:00:00,10194,9825,Abou Diaby,75,81
1758,489151,2008-11-01 00:00:00,8455,8472,Kieran Richardson,76,78
1759,489152,2008-11-08 00:00:00,9825,10260,Ji-Sung Park,78,80
1760,489153,2008-11-08 00:00:00,8650,8659,Do-Heon Kim,70,74
1761,489154,2008-11-08 00:00:00,8472,8462,Nadir Belhadj,73,82
1762,489155,2008-11-08 00:00:00,8654,8668,Leon Osman,75,78
1763,489156,2008-11-09 00:00:00,10252,8549,Stewart Downing,81,83
1764,489157,2008-11-09 00:00:00,8456,8586,Jermaine Jenas,79,82
1765,489158,2008-11-09 00:00:00,8655,8455,Salomon Kalou,79,82
1766,489159,2008-11-09 00:00:00,9879,10261,Damien Duff,76,82
1767,489160,2008-11-08 00:00:00,8667,8559,Matthew Taylor,74,80
1768,489161,2008-11-08 00:00:00,8528,10194,Rory Delap,69,73
1769,489162,2008-11-15 00:00:00,10260,10194,Rory Delap,69,73
1770,489163,2008-11-15 00:00:00,9825,10252,Gareth Barry,84,85
1771,489164,2008-11-15 00:00:00,8654,8462,Nadir Belhadj,73,82
1772,489165,2008-11-16 00:00:00,8668,8549,Stewart Downing,81,83
1773,489166,2008-11-15 00:00:00,10261,8528,Ryan Taylor,72,77
1774,489167,2008-11-15 00:00:00,8655,8472,Steed Malbranque,75,83
1775,489168,2008-11-15 00:00:00,9879,8586,Jermaine Jenas,79,82
1776,489169,2008-11-15 00:00:00,8559,8650,Steven Gerrard,88,90
1777,489170,2008-11-15 00:00:00,8659,8455,Salomon Kalou,79,82
1778,489171,2008-11-16 00:00:00,8667,8456,Darius Vassell,72,75
1779,489172,2008-11-22 00:00:00,8650,9879,Clint Dempsey,73,76
1780,489173,2008-11-23 00:00:00,8472,8654,Valon Behrami,79,86
1781,489174,2008-11-23 00:00:00,8586,8655,Morten Gamst Pedersen,80,84
1782,489175,2008-11-22 00:00:00,10252,10260,Ji-Sung Park,78,80
1783,489176,2008-11-22 00:00:00,8549,8559,Kevin Nolan,79,83
1784,489177,2008-11-22 00:00:00,8456,9825,Abou Diaby,75,81
1785,489178,2008-11-22 00:00:00,8462,8667,Geovanni,75,82
1786,489179,2008-11-22 00:00:00,10194,8659,Chris Brunt,70,81
1787,489180,2008-11-24 00:00:00,8528,8668,Mikel Arteta,82,83
1788,489181,2008-11-22 00:00:00,8455,10261,Damien Duff,76,82
1789,489182,2008-12-01 00:00:00,8650,8654,Valon Behrami,79,86
1790,489183,2008-11-29 00:00:00,8472,8559,Gavin McCann,72,75
1791,489184,2008-11-30 00:00:00,8586,8668,Marouane Fellaini,75,82
1792,489185,2008-11-29 00:00:00,10252,9879,Clint Dempsey,73,76
1793,489186,2008-11-29 00:00:00,8549,10261,Charles N'Zogbia,75,83
1794,489187,2008-11-30 00:00:00,8456,10260,Ji-Sung Park,78,80
1795,489188,2008-11-30 00:00:00,8462,8655,Morten Gamst Pedersen,80,84
1796,489189,2008-11-29 00:00:00,10194,8667,Nick Barmby,67,81
1797,489190,2008-11-29 00:00:00,8528,8659,Borja Valero,74,77
1798,489191,2008-11-30 00:00:00,8455,9825,Samir Nasri,82,90
1799,489192,2008-12-06 00:00:00,10260,8472,Steed Malbranque,75,83
1800,489193,2008-12-06 00:00:00,9825,8528,Ryan Taylor,72,77
1801,489194,2008-12-08 00:00:00,8654,8586,Aaron Lennon,80,87
1802,489195,2008-12-07 00:00:00,8668,10252,James Milner,80,84
1803,489196,2008-12-06 00:00:00,10261,10194,Danny Pugh,67,84
1804,489197,2008-12-06 00:00:00,8655,8650,Ryan Babel,81,86
1805,489198,2008-12-06 00:00:00,9879,8456,Shaun Wright-Phillips,81,84
1806,489199,2008-12-06 00:00:00,8559,8455,Michael Ballack,86,88
1807,489200,2008-12-07 00:00:00,8659,8462,Nadir Belhadj,73,82
1808,489201,2008-12-06 00:00:00,8667,8549,Stewart Downing,81,83
1809,489202,2008-12-13 00:00:00,8650,8667,Nick Barmby,67,81
1810,489203,2008-12-13 00:00:00,8472,8659,Chris Brunt,70,81
1811,489204,2008-12-13 00:00:00,8586,10260,Cristiano Ronaldo,91,94
1812,489205,2008-12-13 00:00:00,10252,8559,Fabrice Muamba,76,84
1813,489206,2008-12-13 00:00:00,8549,9825,Abou Diaby,75,81
1814,489207,2008-12-13 00:00:00,8456,8668,Steven Pienaar,77,80
1815,489208,2008-12-14 00:00:00,8462,10261,Charles N'Zogbia,75,83
1816,489209,2008-12-13 00:00:00,10194,9879,Zoltan Gera,75,84
1817,489210,2008-12-13 00:00:00,8528,8655,Morten Gamst Pedersen,80,84
1818,489211,2008-12-14 00:00:00,8455,8654,Valon Behrami,79,86
1819,489212,2009-01-14 00:00:00,10260,8528,Ryan Taylor,72,77
1820,489213,2008-12-21 00:00:00,9825,8650,Steven Gerrard,88,90
1821,489214,2008-12-20 00:00:00,8654,10252,Gareth Barry,84,85
1822,489215,2008-12-22 00:00:00,8668,8455,Frank Lampard,86,88
1823,489216,2008-12-21 00:00:00,10261,8586,Aaron Lennon,80,87
1824,489217,2008-12-20 00:00:00,8655,10194,Richard Cresswell,69,70
1825,489218,2008-12-20 00:00:00,9879,8549,Stewart Downing,81,83
1826,489219,2008-12-20 00:00:00,8559,8462,Niko Kranjcar,81,82
1827,489220,2008-12-21 00:00:00,8659,8456,Shaun Wright-Phillips,81,84
1828,489221,2008-12-20 00:00:00,8667,8472,Andrew Reid,73,83
