id,match_api_id,match_date,home_team_api_id,away_team_api_id,away_player_10_name,away_player_10_rating,away_player_10_potential
1729,489042,2008-08-17 00:00:00,10260,10261,Damien Duff,76,82
1730,489043,2008-08-16 00:00:00,9825,8659,Marek Cech,74,75
1731,489044,2008-08-16 00:00:00,8472,8650,Robbie Keane,84,84
1732,489045,2008-08-16 00:00:00,8654,8528,Amr Zaki,71,78
1733,489046,2008-08-17 00:00:00,10252,8456,Martin Petrov,80,81
1734,489047,2008-08-16 00:00:00,8668,8655,Jason Roberts,76,78
1735,489048,2008-08-16 00:00:00,8549,8586,Giovani dos Santos,75,92
1736,489049,2008-08-16 00:00:00,8559,10194,Dave Kitson,75,79
1737,489050,2008-08-16 00:00:00,8667,9879,Ki-Hyeon Seol,75,76
1738,489051,2008-08-17 00:00:00,8455,8462,Jermain Defoe,84,84
1739,489132,2008-10-29 00:00:00,10260,8654,Craig Bellamy,78,81
1740,489133,2008-10-29 00:00:00,9825,8586,Gareth Bale,77,86
1741,489134,2008-10-29 00:00:00,8549,8456,Robinho,85,90
1742,489135,2008-10-29 00:00:00,8559,8668,Aiyegbeni Yakubu,84,87
1743,489136,2008-10-29 00:00:00,8667,8455,Florent Malouda,83,88
1744,489137,2008-10-29 00:00:00,10194,8472,El Hadji Diouf,78,72
1745,489138,2008-10-29 00:00:00,8650,8462,Armand Traore,69,80
1746,489139,2008-10-29 00:00:00,10252,8655,,,
1747,489140,2008-10-28 00:00:00,10261,8659,Chris Brunt,70,81
1748,489141,2008-10-29 00:00:00,9879,8528,Emile Heskey,77,81
1749,489142,2008-11-01 00:00:00,10260,8667,Marlon King,74,76
1750,489143,2008-11-01 00:00:00,8586,8650,Albert Riera,79,84
1751,489144,2008-11-01 00:00:00,8668,9879,Bobby Zamora,73,80
1752,489145,2008-11-01 00:00:00,8549,8654,Craig Bellamy,78,81
1753,489146,2008-11-03 00:00:00,10261,10252,John Carew,81,87
1754,489147,2008-11-02 00:00:00,8559,8456,Ched Evans,58,70
1755,489148,2008-11-01 00:00:00,8659,8655,Jason Roberts,74,78
1756,489149,2008-11-01 00:00:00,8462,8528,Emile Heskey,77,81
1757,489150,2008-11-01 00:00:00,10194,9825,Emmanuel Adebayor,86,87
1758,489151,2008-11-01 00:00:00,8455,8472,Martyn Waghorn,63,76
1759,489152,2008-11-08 00:00:00,9825,10260,Wayne Rooney,87,91
1760,489153,2008-11-08 00:00:00,8650,8659,Roman Bednar,70,77
1761,489154,2008-11-08 00:00:00,8472,8462,Peter Crouch,76,80
1762,489155,2008-11-08 00:00:00,8654,8668,Louis Saha,80,85
1763,489156,2008-11-09 00:00:00,10252,8549,Tuncay Sanli,78,81
1764,489157,2008-11-09 00:00:00,8456,8586,Luka Modric,82,90
1765,489158,2008-11-09 00:00:00,8655,8455,Nicolas Anelka,83,89
1766,489159,2008-11-09 00:00:00,9879,10261,Obafemi Martins,82,86
1767,489160,2008-11-08 00:00:00,8667,8559,Ricardo Gardner,70,77
1768,489161,2008-11-08 00:00:00,8528,10194,Ricardo Fuller,74,76
1769,489162,2008-11-15 00:00:00,10260,10194,Ricardo Fuller,74,76
1770,489163,2008-11-15 00:00:00,9825,10252,James Milner,80,84
1771,489164,2008-11-15 00:00:00,8654,8462,Peter Crouch,76,80
1772,489165,2008-11-16 00:00:00,8668,8549,"Afonso Alves,24",83,88
1773,489166,2008-11-15 00:00:00,10261,8528,Olivier Kapo,68,68
1774,489167,2008-11-15 00:00:00,8655,8472,Djibril Cisse,78,84
1775,489168,2008-11-15 00:00:00,9879,8586,Luka Modric,82,90
1776,489169,2008-11-15 00:00:00,8559,8650,Albert Riera,79,84
